ID,Quality,HR
137044,0,100
137045,0,92
137046,1,89
137047,0,99
137048,0,82
137049,0,105
137050,0,96
137051,0,99
137052,0,88
137053,0,88
137054,1,71
137055,0,103
137056,0,100
137057,0,103
137058,0,79
137059,0,75
137060,0,85
137061,0,75
137062,0,91
137063,0,93
137064,0,73
137065,0,89
137066,0,74
137067,0,65
137068,1,71
137069,0,77
137070,0,82
137071,0,86
137072,0,74
137073,1,75
137074,0,72
137075,0,79
137076,0,88
137077,0,87
137078,0,91
137079,0,109
137080,0,95
137081,0,83
137082,0,86
137083,0,85
137084,0,81
137085,0,89
137086,0,84
137087,0,109
137088,0,117
137089,0,116
137090,0,90
137091,0,76
137092,0,99
137093,0,95
137094,0,94
137095,1,76
137096,1,70
137097,0,82
137098,1,76
137099,0,80
137100,0,91
137101,1,71
137102,1,71
137103,0,77
137104,0,88
137105,0,96
137106,0,92
137107,0,89
137108,0,78
138001,0,101
138002,0,86
138003,1,91
138004,1,78
138005,1,77
138006,1,73
138007,1,74
138008,1,77
138009,1,79
138010,1,74
138011,1,77
138012,1,77
138013,1,75
138014,1,80
138015,1,76
138016,1,72
138017,1,75
138018,0,76
138019,1,74
138020,1,77
138021,0,82
138022,0,69
138023,1,73
138024,1,69
138025,1,94
138026,0,90
138027,1,88
138028,1,73
138029,0,79
138030,0,97
138031,0,93
138032,1,72
138033,0,75
138034,1,80
138035,1,82
138036,1,72
138037,0,69
138038,1,67
138039,1,80
138040,0,86
138041,0,78
138042,0,72
138043,1,69
138044,1,70
138045,1,70
138046,0,73
138047,1,71
138048,0,68
138049,0,72
138050,0,76
138051,1,76
138052,0,73
138053,1,72
138054,1,71
139001,1,117
139002,1,98
139003,0,94
139004,0,76
139005,0,89
139006,1,92
139007,1,81
139008,0,80
139009,0,81
139010,0,98
139011,1,81
139012,0,92
139013,1,87
139014,0,87
139015,0,97
139016,0,90
139017,0,88
139018,0,83
139019,0,101
139020,0,96
139021,0,90
139022,1,91
139023,0,98
139024,0,107
139025,0,118
139026,0,99
139027,0,95
139028,0,104
139029,0,108
139030,0,99
139031,0,103
139032,0,111
139033,0,121
139034,0,120
139035,0,93
139036,0,80
139037,0,72
139038,0,72
139039,0,85
139040,1,77
139041,0,96
139042,0,101
139043,0,95
139044,0,96
139045,0,96
139046,1,70
139047,1,82
139048,0,86
139049,1,80
139050,1,90
139051,0,87
139052,0,90
139053,0,91
139054,1,73
139055,0,114
139056,0,104
139057,0,78
139058,1,73
139059,0,85
139060,1,83
139061,1,88
139062,1,80
139063,0,84
139064,1,90
139065,0,83
139066,1,90
139067,0,91
139068,0,86
139069,0,94
139070,0,94
139071,0,92
139072,0,80
139073,0,90
139074,0,84
139075,0,91
139076,0,97
139077,0,101
139078,0,104
139079,0,113
139080,0,103
139081,0,100
139082,0,92
139083,0,93
139084,0,104
139085,0,100
139086,0,90
139087,0,115
139088,0,117
139089,0,101
139090,0,76
139091,0,81
139092,1,75
139093,0,76
139094,1,76
139095,1,83
139096,0,98
139097,0,93
139098,1,85
139099,1,87
139100,0,97
139101,0,91
139102,0,72
139103,1,75
139104,0,96
139105,0,92
139106,0,82
139107,1,88
139108,1,96
140001,0,105
140002,1,94
140003,1,86
140004,1,85
140005,1,83
140006,1,82
140007,1,81
140008,1,83
140009,1,83
140010,1,85
140011,1,82
140012,1,83
140013,1,90
140014,1,84
140015,1,83
140016,1,81
140017,0,83
140018,0,83
140019,1,86
140020,1,84
140021,0,81
140022,0,82
140023,1,86
140024,1,89
140025,0,100
140026,0,100
140027,1,102
140028,1,91
140029,0,94
140030,0,90
140031,1,90
140032,0,85
140033,0,103
140034,0,118
140035,0,107
140036,0,103
140037,0,88
140038,1,86
140039,1,85
140040,1,86
140041,0,92
140042,1,93
140043,0,87
140044,1,89
140045,1,88
140046,1,85
140047,1,89
140048,1,90
140049,1,89
140050,1,89
140051,1,86
140052,1,87
140053,1,87
140054,1,89
140055,1,102
140056,1,97
140057,1,84
140058,1,80
140059,1,80
140060,1,78
140061,1,80
140062,1,82
140063,1,82
140064,1,85
140065,1,83
140066,1,86
140067,1,82
140068,1,84
140069,1,84
140070,1,84
140071,1,87
140072,1,87
140073,1,92
140074,1,85
140075,0,84
140076,1,85
140077,1,87
140078,1,86
140079,0,104
140080,0,102
140081,1,104
140082,1,96
140083,0,98
140084,1,100
140085,1,92
140086,1,86
140087,0,100
140088,0,112
140089,0,116
140090,0,102
140091,0,86
140092,0,86
140093,1,88
140094,1,86
140095,1,89
140096,1,92
140097,1,88
140098,1,91
140099,1,85
140100,1,84
140101,1,87
140102,1,89
140103,1,90
140104,1,92
140105,1,88
140106,1,85
140107,1,87
140108,1,85
141001,0,95
141002,0,96
141003,0,90
141004,0,83
141005,0,79
141006,0,80
141007,0,78
141008,0,81
141009,0,82
141010,1,76
141011,0,82
141012,0,82
141013,0,78
141014,0,86
141015,0,85
141016,0,79
141017,0,82
141018,0,77
141019,0,84
141020,0,86
141021,0,81
141022,0,79
141023,0,81
141024,0,86
141025,0,98
141026,0,108
141027,0,104
141028,0,93
141029,0,87
141030,0,87
141031,0,86
141032,0,85
141033,0,97
141034,0,97
141035,0,98
141036,0,87
141037,0,80
141038,0,73
141039,0,76
141040,0,76
141041,0,74
141042,0,77
141043,0,89
141044,1,83
141045,0,79
141046,0,85
141047,0,82
141048,0,80
141049,0,79
141050,0,79
141051,0,79
141052,0,82
141053,0,87
141054,0,82
141055,0,98
141056,0,86
141057,0,80
141058,0,86
141059,1,77
141060,0,77
141061,1,80
141062,0,78
141063,0,77
141064,0,85
141065,0,76
141066,0,79
141067,0,83
141068,0,83
141069,0,81
141070,0,82
141071,0,87
141072,0,87
141073,0,87
141074,0,81
141075,0,73
141076,0,76
141077,0,80
141078,0,87
141079,0,98
141080,0,101
141081,0,99
141082,1,91
141083,0,82
141084,0,75
141085,1,79
141086,0,84
141087,0,95
141088,0,102
141089,0,94
141090,0,94
141091,1,74
141092,1,65
141093,1,71
141094,0,74
141095,0,75
141096,0,78
141097,0,73
141098,0,77
141099,1,81
141100,0,81
141101,1,75
141102,0,73
141103,1,78
141104,1,76
141105,1,78
141106,1,81
141107,1,79
141108,1,81
142001,0,115
142002,0,93
142003,0,87
142004,0,96
142005,0,109
142006,0,96
142007,0,129
142008,0,130
142009,0,127
142010,0,143
142011,1,87
142012,0,110
142013,0,73
142014,0,92
142015,0,38
142016,0,103
142017,0,89
142018,0,91
142019,0,86
142020,0,112
142021,0,110
142022,0,104
142023,0,93
142024,0,100
142025,0,55
142026,0,90
142027,0,107
142028,0,140
142029,0,133
142030,0,87
142031,0,95
142032,0,76
142033,0,105
142034,0,120
142035,0,88
142036,0,159
142037,0,81
142038,0,98
142039,0,161
142040,0,143
142041,1,90
142042,0,138
142043,0,104
142044,0,103
142045,0,95
142046,0,94
142047,0,87
142048,0,87
142049,0,92
142050,0,91
142051,0,93
142052,0,94
142053,0,138
142054,0,147
142055,0,78
142056,0,74
142057,0,80
142058,0,81
142059,1,80
142060,0,74
142061,0,71
142062,0,79
142063,0,79
142064,0,75
142065,0,79
142066,0,74
142067,0,83
142068,0,75
142069,0,74
142070,0,78
142071,0,81
142072,1,76
142073,0,76
142074,0,79
142075,0,82
142076,0,86
142077,0,89
142078,1,92
142079,0,98
142080,0,85
142081,0,75
142082,0,84
142083,0,80
142084,0,76
142085,0,86
142086,1,73
142087,0,66
142088,0,76
142089,0,69
142090,1,72
142091,0,73
142092,0,80
142093,0,87
142094,0,84
142095,0,82
142096,0,67
142097,0,73
142098,0,72
142099,1,67
142100,0,69
142101,0,74
142102,1,76
142103,0,77
142104,0,80
142105,1,71
142106,0,72
142107,0,65
142108,1,68
143001,0,79
143002,1,80
143003,0,80
143004,0,73
143005,0,77
143006,0,69
143007,0,70
143008,0,72
143009,1,76
143010,1,79
143011,1,77
143012,1,78
143013,0,69
143014,0,65
143015,0,63
143016,0,66
143017,0,64
143018,0,72
143019,0,69
143020,0,64
143021,0,71
143022,1,76
143023,0,83
143024,0,88
143025,0,91
143026,0,81
143027,0,81
143028,0,72
143029,1,83
143030,0,63
143031,0,64
143032,0,65
143033,0,67
143034,0,64
143035,0,66
143036,0,69
143037,1,72
143038,0,76
143039,1,82
143040,1,73
143041,0,77
143042,0,74
143043,0,65
143044,1,73
143045,0,69
143046,0,70
143047,0,79
143048,0,76
143049,1,80
143050,0,70
143051,0,61
143052,0,65
143053,0,76
143054,1,78
143055,0,87
143056,0,83
143057,0,82
143058,0,101
143059,0,97
143060,1,83
143061,0,79
143062,0,79
143063,1,79
143064,0,85
143065,1,78
143066,0,76
143067,1,76
143068,0,76
143069,0,80
143070,0,78
143071,0,78
143072,0,81
143073,0,77
143074,1,76
143075,0,75
143076,0,80
143077,0,104
143078,0,105
143079,0,106
143080,0,92
143081,0,97
143082,0,96
143083,0,86
143084,0,77
143085,0,110
143086,0,107
143087,0,99
143088,0,77
143089,1,75
143090,0,88
143091,0,71
143092,0,84
143093,0,90
143094,0,83
143095,0,90
143096,0,87
143097,0,83
143098,0,79
143099,0,80
143100,0,81
143101,0,88
143102,0,90
143103,0,81
143104,0,83
143105,0,93
143106,0,88
143107,0,88
143108,0,78
144001,0,80
144002,0,82
144003,0,77
144004,0,77
144005,0,74
144006,0,78
144007,0,77
144008,0,71
144009,0,75
144010,0,78
144011,0,82
144012,0,68
144013,0,86
144014,0,86
144015,0,93
144016,0,103
144017,1,86
144018,0,86
144019,1,79
144020,1,75
144021,1,76
144022,0,79
144023,0,106
144024,0,105
144025,0,110
144026,0,95
144027,0,94
144028,0,94
144029,0,77
144030,0,80
144031,0,86
144032,0,87
144033,0,94
144034,0,83
144035,1,79
144036,0,79
144037,1,82
144038,0,76
144039,1,81
144040,1,93
144041,0,85
144042,0,91
144043,1,81
144044,0,79
144045,0,80
144046,0,67
144047,0,75
144048,0,73
144049,1,79
144050,1,84
144051,1,83
144052,1,87
144053,1,87
144054,0,92
144055,0,108
144056,0,96
144057,0,92
144058,0,94
144059,0,94
144060,0,95
144061,0,90
144062,0,99
144063,0,101
144064,0,98
144065,0,95
144066,0,98
144067,0,97
144068,1,95
144069,0,90
144070,1,90
144071,0,97
144072,0,95
144073,0,90
144074,0,99
144075,0,102
144076,0,103
144077,0,111
144078,0,117
144079,0,115
144080,0,104
144081,0,109
144082,0,99
144083,0,101
144084,0,108
144085,0,115
144086,0,128
144087,0,88
144088,0,74
144089,0,84
144090,1,75
144091,1,82
144092,0,88
144093,0,88
144094,0,90
144095,0,101
144096,0,90
144097,0,88
144098,1,88
144099,1,85
144100,1,82
144101,0,87
144102,1,85
144103,0,82
144104,0,83
144105,1,81
144106,0,87
144107,1,85
144108,1,86
145001,0,95
145002,0,93
145003,0,83
145004,0,82
145005,0,81
145006,0,82
145007,0,86
145008,0,84
145009,0,87
145010,0,87
145011,0,85
145012,0,89
145013,0,86
145014,0,89
145015,0,88
145016,0,96
145017,0,86
145018,0,82
145019,0,81
145020,0,84
145021,0,87
145022,0,88
145023,0,106
145024,0,107
145025,0,107
145026,0,99
145027,0,108
145028,0,94
145029,0,97
145030,0,99
145031,0,116
145032,0,112
145033,0,86
145034,0,83
145035,0,83
145036,0,89
145037,0,81
145038,0,87
145039,0,84
145040,0,84
145041,0,84
145042,0,82
145043,0,80
145044,0,84
145045,0,87
145046,0,87
145047,0,90
145048,0,94
145049,0,94
145050,0,80
145051,0,76
145052,0,79
145053,0,81
145054,0,83
145055,0,76
145056,0,83
145057,0,80
145058,0,77
145059,1,65
145060,0,69
145061,0,75
145062,0,84
145063,0,67
145064,1,67
145065,1,67
145066,0,73
145067,1,65
145068,1,67
145069,1,62
145070,1,63
145071,0,62
145072,1,65
145073,0,62
145074,1,64
145075,0,65
145076,0,64
145077,0,75
145078,1,85
145079,0,79
145080,1,70
145081,0,70
145082,0,82
145083,0,71
145084,0,74
145085,0,89
145086,0,88
145087,0,68
145088,0,61
145089,0,62
145090,0,60
145091,1,64
145092,0,70
145093,1,73
145094,0,77
145095,1,73
145096,0,70
146001,1,73
146002,0,73
146003,1,74
146004,0,73
146005,0,74
146006,0,77
146007,0,74
146008,1,69
146009,0,71
146010,0,72
146011,0,69
146012,0,68
146013,0,74
146014,0,76
146015,0,62
146016,0,60
146017,0,58
146018,1,61
146019,0,62
146020,1,60
146021,0,61
146022,0,61
146023,0,62
146024,0,64
146025,0,61
146026,0,58
146027,1,64
146028,0,65
146029,1,71
146030,0,65
146031,1,69
146032,0,71
146033,1,72
146034,1,74
146035,0,94
146036,0,72
146037,0,76
146038,0,66
146039,0,79
146040,0,78
146041,1,67
146042,1,69
146043,0,81
146044,0,76
146045,1,71
146046,1,74
146047,1,57
146048,0,59
146049,1,67
146050,0,65
146051,0,69
146052,1,74
146053,0,74
146054,1,73
146055,0,82
146056,0,71
146057,1,67
146058,1,64
146059,0,60
146060,0,67
146061,0,68
146062,1,69
146063,0,71
146064,0,64
146065,0,63
146066,0,63
146067,0,62
146068,0,57
146069,0,59
146070,1,62
146071,0,65
146072,0,59
146073,0,62
146074,0,61
146075,1,64
146076,0,69
146077,0,83
146078,1,72
146079,0,81
146080,0,68
146081,0,74
146082,0,73
146083,1,63
146084,1,69
146085,0,90
146086,1,71
146087,1,62
146088,0,54
146089,0,73
146090,0,62
146091,0,58
146092,0,60
146093,0,63
146094,1,65
146095,0,77
146096,0,59
146097,1,66
146098,1,68
146099,0,69
146100,0,65
146101,0,70
146102,1,65
146103,1,66
146104,1,63
146105,0,84
146106,0,73
146107,1,70
146108,1,64
147001,0,68
147002,0,72
147003,0,70
147004,1,70
147005,0,64
147006,0,62
147007,0,73
147008,0,71
147009,0,69
147010,0,65
147011,0,65
147012,0,62
147013,0,64
147014,1,67
147015,0,55
147016,0,67
147017,0,62
147018,0,66
147019,0,65
147020,0,79
147021,1,69
147022,0,60
147023,0,87
147024,0,73
147025,1,73
147026,0,66
147027,0,68
147028,0,71
147029,0,65
147030,0,79
147031,0,72
147032,0,84
147033,0,78
147034,0,71
147035,1,65
147036,0,81
147037,0,76
147038,0,69
147039,1,67
147040,1,67
147041,1,72
147042,0,70
147043,0,73
147044,1,75
147045,1,78
147046,0,64
147047,0,83
147048,0,72
147049,1,76
147050,1,83
147051,0,78
147052,0,71
147053,0,63
147054,0,67
147055,0,77
147056,0,83
147057,1,81
147058,0,75
147059,0,80
147060,0,79
147061,0,83
147062,0,88
147063,1,82
147064,0,85
147065,1,83
147066,0,87
147067,0,86
147068,0,84
147069,0,78
147070,0,81
147071,1,80
147072,0,79
147073,0,77
147074,0,71
147075,0,81
147076,0,88
147077,0,93
147078,0,102
147079,0,97
147080,0,95
147081,0,84
147082,0,85
147083,0,79
147084,0,77
147085,0,84
147086,0,96
147087,0,88
147088,0,80
147089,0,72
147090,0,71
147091,0,61
147092,0,80
147093,1,68
147094,1,76
147095,0,72
147096,1,81
147097,1,75
147098,1,71
147099,1,77
147100,0,78
147101,1,82
147102,1,68
147103,0,82
147104,0,77
147105,0,76
147106,1,81
147107,0,79
147108,0,76
148001,0,67
148002,0,76
148003,0,73
148004,0,71
148005,0,73
148006,0,69
148007,0,72
148008,1,70
148009,0,76
148010,0,80
148011,0,82
148012,0,82
148013,0,75
148014,0,73
148015,0,74
148016,0,72
148017,0,76
148018,0,78
148019,0,75
148020,0,81
148021,0,70
148022,0,78
148023,0,102
148024,0,81
148025,0,90
148026,0,80
148027,0,77
148028,0,78
148029,0,84
148030,0,68
148031,0,88
148032,0,87
148033,0,85
148034,0,82
148035,0,71
148036,0,72
148037,0,72
148038,0,83
148039,0,76
148040,0,69
148041,0,66
148042,0,73
148043,0,74
148044,0,76
148045,0,79
148046,0,68
148047,0,77
148048,0,75
148049,0,72
148050,0,80
148051,0,84
148052,0,79
148053,0,72
148054,0,73
148055,0,113
148056,0,84
148057,0,78
148058,0,82
148059,0,81
148060,0,82
148061,0,77
148062,0,86
148063,0,88
148064,0,85
148065,0,87
148066,0,90
148067,0,81
148068,0,89
148069,0,91
148070,0,85
148071,0,82
148072,0,89
148073,0,93
148074,0,89
148075,0,88
148076,0,93
148077,0,106
148078,0,100
148079,0,105
148080,0,97
148081,0,97
148082,0,99
148083,0,99
148084,0,103
148085,0,109
148086,0,102
148087,0,92
148088,0,82
148089,0,79
148090,0,85
148091,0,91
148092,0,87
148093,0,91
148094,0,90
148095,0,94
148096,0,96
148097,0,87
148098,0,91
148099,1,89
148100,0,95
148101,0,93
148102,0,91
148103,1,85
148104,1,85
148105,0,85
148106,0,91
148107,1,85
148108,1,86
149001,0,90
149002,0,89
149003,0,80
149004,0,82
149005,1,86
149006,0,77
149007,1,84
149008,0,83
149009,1,83
149010,0,93
149011,0,81
149012,0,82
149013,0,87
149014,0,89
149015,0,88
149016,0,84
149017,0,89
149018,1,86
149019,0,87
149020,1,86
149021,1,89
149022,0,92
149023,0,98
149024,0,111
149025,0,91
149026,0,97
149027,0,95
149028,0,100
149029,0,93
149030,0,94
149031,0,98
149032,0,101
149033,0,90
149034,0,93
149035,1,78
149036,0,78
149037,1,81
149038,0,88
149039,0,95
149040,0,89
149041,1,85
149042,1,90
149043,1,81
149044,1,76
149045,1,85
149046,0,84
149047,1,82
149048,0,86
149049,0,89
149050,1,81
149051,0,89
149052,1,84
149053,1,81
149054,0,91
149055,1,87
149056,1,81
149057,1,82
149058,1,82
149059,1,81
149060,1,81
149061,1,82
149062,1,80
149063,0,79
149064,1,81
149065,1,81
149066,1,79
149067,1,81
149068,1,84
149069,0,83
149070,1,84
149071,1,83
149072,1,82
149073,0,84
149074,0,84
149075,1,83
149076,1,82
149077,0,90
149078,0,85
149079,1,84
149080,1,81
149081,0,84
149082,1,85
149083,1,82
149084,1,82
149085,1,89
149086,0,92
149087,1,79
149088,1,81
149089,1,79
149090,0,81
149091,0,83
149092,0,79
149093,1,79
149094,1,81
149095,1,82
149096,1,82
149097,1,79
149098,1,80
149099,1,80
149100,1,76
149101,1,78
149102,1,78
149103,1,79
149104,1,80
149105,1,81
149106,1,80
149107,1,81
149108,1,80
