mean,std,skewness,kurtosis,rms,mad,dominant_freq,total_power,mean_ibi,ibi_std,mean_peak_amp,HR
455900048.374769,692474176.9754125,-0.986387649302181,0.45816586256724134,829074990.5080309,527855677.61942565,0.1,1.8887299580635817e+18,0.7777777777777778,0.04374448818895455,851850120.6138,77
-15105698.55422994,532754635.527357,0.023377337388127768,-1.5346380432925872,532968745.6171312,485592336.79690564,0.1,1.1260067512697745e+18,0.7888888888888889,0.07114582486036501,59885041.52876921,75
110881586.77533336,307399575.4589278,-0.8374344100852177,-1.1407402288071222,326786207.294838,276858753.02122486,0.1,6.430767217238284e+17,0.8333333333333335,0.06666666666666665,195376347.39853334,73
-33014061.07392802,647086901.6991451,-0.1821401757592041,-0.723556376014101,647928535.0863875,535836791.4741688,0.1,3.4736974188159775e+18,0.8333333333333335,0.04494665749754947,584779696.4240001,73
-129682747.63977867,368404001.01741064,0.2410488200182947,-0.8410079435199789,390562572.45291543,311793593.8944347,0.2,1.4661841547743337e+18,0.7282051282051281,0.08148845426702928,78837056.01168573,81
-167923154.70690668,209619245.44653136,1.1051963102679334,0.4144027100670815,268585952.62651557,168545379.59542075,0.1,2.035907943934094e+17,0.7256410256410256,0.07969369368164134,-52331034.97332142,82
-7229055.6126250075,225148698.71066377,-0.09784245623650673,-1.1603044341630633,225264723.77217802,192962157.10515332,0.1,1.2813000225680622e+17,0.8090909090909091,0.07119600075436809,45028764.983125,72
45259306.97039734,340073150.5352603,-0.10866152707204003,-1.3521702525235508,343071643.5125737,309923141.41160053,0.1,7.979502156578575e+17,0.7515151515151515,0.03856946079199354,161153297.39851665,80
79556612.67136365,329936577.5726322,-0.08138792135261362,-0.5781098383396177,339392692.67337346,277476364.5429582,0.1,3.143147069932691e+17,0.775,0.05793514892948395,149934606.13424614,79
38742014.15609036,315029924.86431116,-0.3187722519122468,-1.5050886395191236,317403209.21642274,289766099.4795057,0.1,8.764366929915846e+17,0.8,0.08287754140107483,147946535.410825,72
-155458415.740796,382496153.3440616,0.7767836248012463,0.31736191570522454,412880886.39175594,294168003.3444285,0.0,7.374123700109821e+17,0.8027777777777779,0.05846545883291442,65524286.59516925,76
184194264.11567366,385551560.8914607,-0.5693846526330032,-0.30015068492166064,427290923.1881205,315439737.8175869,0.30000000000000004,1.2264036521118438e+18,0.796969696969697,0.12181667419540473,442965785.1236334,74
-310312918.552108,246455929.30034825,1.541673558593851,2.461458536724714,396275954.99553776,177193049.8957385,0.1,2.9545120960381274e+17,0.741025641025641,0.20219050260221874,-227839790.49047858,79
-30412700.36712499,481254700.8177421,0.37574806560560653,-0.24652562698177638,482214702.59915864,393176221.88002676,0.2,2.4044195366400696e+18,0.7333333333333333,0.11303883305208784,210916758.17173073,76
140752761.20339862,621235830.2829392,-0.5368128525257316,-0.3141835378078346,636981394.2445365,502216382.16137755,0.1,2.949004913807965e+18,0.7307692307692307,0.11944425332156018,379110522.0013572,72
-44422314.48072934,456485684.8167365,0.32935318672297786,-1.1767756046462718,458642041.7563459,392735247.4070582,0.1,9.511696255630209e+17,0.7861111111111111,0.1357137055589568,99642104.79145387,74
-14097584.338842684,208055378.70762843,0.20581829357954287,-1.5669055512188756,208532449.49735156,194258429.0499144,0.1,2.2110594314754704e+17,0.8151515151515152,0.15722571843724664,12671210.706250003,72
-5667396.767082011,730379153.2479854,0.09315290183261819,-0.7564526416467814,730401141.0761621,600986643.0788531,0.30000000000000004,3.4454675065017395e+18,0.8151515151515152,0.14309962367415266,527310876.66299987,72
31047677.488409985,415838197.3110906,0.03299151871473661,-0.7046072336067288,416995641.00882614,343211376.3736834,0.30000000000000004,1.3456771905749903e+18,0.7666666666666666,0.09428090415820635,263013877.77669233,78
-68771774.15184997,412071267.18482524,0.029216341961975128,-0.8984535447310344,417770614.2840838,344760229.2478593,0.30000000000000004,1.0934078286930651e+18,0.7999999999999999,0.2348435972120917,80277764.53491668,74
-7509600.371711999,3745471.2204178087,1.8664091072188813,5.176681625979654,8391820.56563384,2729153.71792384,0.9,102694186584212.17,0.8151515151515153,0.20318854077866927,-2558350.7264000005,76
104403272.54305202,274025236.904614,-0.6843248844465608,-0.6596143710361932,293240300.399397,231125451.14208654,0.1,4.104018798625353e+17,0.7307692307692307,0.14170001927844206,221955571.44454283,76
172601500.698786,213169454.15973648,-0.5280719988346863,-0.16930831550764447,274285424.7499,173981230.88066465,0.1,6.684073323138397e+17,0.7128205128205128,0.1499506822278302,241481504.47011426,74
318242843.27471995,96261427.00314435,-4.768825101624212,27.98830912308584,332482735.8288843,47573635.97488322,0.1,1.0166601797321218e+16,0.8466666666666667,0.18749814813900315,352258651.6573091,62
293739511.679625,488370673.7054425,-0.7963533216940417,-0.4731888805748543,569902461.5294203,418715499.13248,0.1,7.578456611236886e+17,0.8454545454545453,0.287192163616933,355940888.83787507,60
-136941782.78677604,320618379.6187375,0.5497845921083925,-1.2582005006994927,348639064.3949204,290481786.9136638,0.1,5.023217270012061e+17,1.0583333333333333,0.032274861218395144,-97993535.48893334,56
-597949294.5330666,1004241529.038257,0.9575815323122783,0.11816861243454957,1168779024.228998,786542411.0777298,0.1,6.875768427676168e+18,0.93,0.20680103158994798,-419192757.7520001,57
538719552.880036,1336881050.3929625,-0.6851412274113367,-0.6050436347119046,1441343019.3937376,1136752216.3048148,0.1,1.255513012205434e+19,1.0148148148148148,0.14151831981142815,965937776.62756,56
-335543729.315244,1956695815.674021,0.04736297559324747,-1.0600654552414461,1985257693.4390666,1692572813.8515346,0.1,2.8342338639769194e+19,0.7564102564102565,0.2573316777496283,710062873.9953858,54
-38106818.34410136,998238191.9984614,-0.02874495795275254,-1.6765099608449527,998965273.454822,937895583.3071272,0.1,6.113005585358366e+18,0.8800000000000001,0.2659156090023884,205473421.8814909,55
-717789534.0000663,1798893644.138647,0.0891135852888076,-0.47525825344029116,1936811854.0639033,1473775593.6693025,0.1,2.812569688921621e+19,0.7076923076923076,0.2569225651256482,66050011.857728586,55
-236734249.3480213,930949978.9420843,0.41698083401116587,-1.4756721750772075,960578454.9461008,861530074.4912443,0.1,4.713110190384744e+18,0.7999999999999999,0.2870962250261094,-77984942.61579998,54
-164231263.5098963,821496640.5789739,0.16719844364020595,-1.2580540050339624,837752134.2238387,714799393.6113498,0.1,7.32090491742472e+18,0.9851851851851853,0.23680544241697454,-55899514.22436001,53
329484501.25816005,1049990231.5725589,-0.02920533686965637,-0.3731031395118354,1100472408.9985783,876068838.4765973,0.1,8.998553148833496e+18,0.8333333333333334,0.251219249085557,910374843.1246362,56
-95739588.21978897,968105663.0325483,0.24476494800004053,-1.5895935469757012,972828167.5343208,897099135.1488968,0.1,6.58522226125051e+18,0.9666666666666666,0.2577203001054045,319015886.94324005,54
341541671.7156603,873318317.2165508,-0.6937795238584307,-0.09339672289563827,937728956.9509283,693952389.6322991,0.1,6.836908934100378e+18,0.8181818181818182,0.2952019121929104,635365705.3896917,53
-29689505.634976666,11112318.775248865,5.089575819510604,24.541688724357297,31700952.247717414,4216027.750287156,0.0,43080524068403.86,0.893939393939394,0.32623291605664906,-26405230.796725005,54
62638919.0596,224320975.77568623,-0.15311809113839195,-0.6414195613529787,232902413.80009598,179538873.90836802,0.1,9.323994839047914e+16,0.8151515151515152,0.264904646981992,111045883.64999999,57
151599785.07330367,180868699.36227274,-0.5547271592087645,-0.09939151484092923,235999960.26116627,157724692.20558786,0.1,2.3924177612153715e+17,1.0296296296296297,0.31168377629584076,241102513.84932995,58
89096060.08484831,287029438.8437035,-0.6386098455317092,-1.2197773244371075,300539525.9954575,258887848.8783185,0.1,1.3159469566109655e+18,0.9925925925925926,0.25999894481161845,175413539.15045002,64
65622422.881694034,426612071.11932,-0.3190831730601165,-1.540964888520664,431629657.9355728,396401124.2855308,0.1,1.0602584818564539e+18,0.9099999999999999,0.07608474807008883,194607232.09161818,67
-19502920.867333338,456741855.9403629,-0.11508724093275971,-0.16458680933842418,457158054.6049743,367287346.5970756,1.0,1.0997454216519826e+18,1.011111111111111,0.03513641844631535,417645421.78000003,58
73541057.766857,203332687.9416772,-0.19286026676613977,0.7832179798900754,216223192.93511435,149907880.43494707,0.4,3.2528445267216205e+17,0.9400000000000001,0.22939534045447005,229975209.7754636,62
3059881.5826086616,267739371.32738912,-0.07764735465235999,-0.31075417055352794,267756855.8115462,214799850.05598766,0.2,8.45558865439257e+17,1.011111111111111,0.11221672153735643,237735684.58058995,60
-10758943.926704025,469048783.7299237,-0.048124077870248416,-1.2600807673033807,469172160.7181512,414437373.692924,0.1,1.249720370961786e+18,0.8787878787878788,0.2142747821777417,210338723.77980003,58
-179412988.91409135,465275703.0021782,0.2504810511297474,-0.8059257511715732,498668728.11041486,391471353.3000331,0.1,1.133881085223953e+18,1.0037037037037038,0.14524941889724133,170214959.97514,57
-309683347.36375636,383869411.1324172,0.6887865258677519,0.2652965763559827,493213443.082779,304043882.3502523,1.0,1.1226288428963036e+18,0.8515151515151514,0.24344482143509014,15110488.56705,58
-41813302.449695334,314779781.5839225,0.00404378866876668,-1.2538016214667251,317544741.97468877,276935492.25764275,0.1,3.955467925158434e+17,0.8366666666666667,0.2487524427574085,77762318.20585452,57
-28481880.89227033,460843384.8795466,-0.10237148832437494,-0.871268059673679,461722690.504159,386748789.2658182,0.1,2.361747659585691e+18,1.0814814814814815,0.05689737591013781,421508445.98753,57
-148588319.88546136,141511812.1016017,1.4521785977480166,5.3114856049575305,205192791.7122412,99760627.88725202,0.9,7.092083976015627e+16,0.8799999999999999,0.2650786046942806,7670748.7280545505,54
-123182560.77582665,359404285.3904213,0.6467037556323961,-0.13800726725462287,379928129.5670138,286879563.68550414,0.1,7.57635960329746e+17,0.9962962962962963,0.2843421884099146,108134280.70606999,54
-69883082.49194999,340707975.2581588,0.2570599211042315,-0.7730069253334295,347801048.9102798,284565071.55037934,0.1,3.8778496110639066e+17,1.1041666666666667,0.030900827029565255,179967031.57499996,55
-97688864.31707469,638873568.3934009,0.10269426698791691,-0.6734935337688235,646299118.5227451,522594216.2204363,0.9,4.5872761397179336e+18,0.9400000000000001,0.24027761721253468,585033703.3069091,54
-157591615.73878667,109441165.10510243,1.4401845718633624,3.123036678175456,191865801.98337504,84829870.00660063,0.1,3.18574373026535e+16,0.9166666666666666,0.2833333333333333,-156042160.71195555,61
81150754.07873704,301848132.6605752,-0.564462230818756,-1.0238086772661699,312566377.0756923,265059308.7459492,0.1,1.563922795040404e+18,1.0074074074074073,0.03777051491550214,113101722.81289001,60
-203658510.7761517,989146461.1081696,0.23306164171955812,-1.0590286283904504,1009894801.7166815,853325794.2825425,0.1,9.914331427314653e+18,0.9433333333333331,0.20978825303412754,-17178448.4970637,57
-787394624.8868699,2052698636.7389493,0.5197084300975953,-0.7604154663607803,2198536328.690221,1712630180.7539783,0.1,3.5276305996100964e+19,0.7833333333333332,0.27097218662793776,-363748463.133,56
75983358.37864803,340599168.66663086,-0.2512247119131597,-0.6163138542594369,348971724.4231947,265878905.02497086,0.1,1.3867329961953e+18,1.1083333333333334,0.11873172373979171,163279007.8016,53
-164149399.59398198,1146649534.4732227,0.16332516327320937,-1.5561241686595257,1158339406.3463104,1065587202.929864,0.1,8.997726346301441e+18,0.9766666666666668,0.29289740334951575,438689906.10392725,56
-131236138.10298304,1232501577.1138072,-0.18185274099642657,-1.0896565752863037,1239468862.67151,1051900197.7736074,0.1,1.6378299190754808e+19,0.775,0.24423918149588078,15468321.51228459,56
-459764473.47601014,937924959.0789005,0.63675576874675,-0.44196824114701627,1044550908.2537959,773808181.3202561,0.1,3.5428556427787484e+18,0.7888888888888889,0.22580446036557308,-243770083.2155307,56
-455005608.661584,672561045.0899817,0.8882588507781669,-0.5998353157852097,812015063.4600487,586746509.0835167,0.1,1.900050454277288e+18,0.96,0.206451500896027,-306733146.31669086,56
-672096874.1256046,1035568784.9142667,0.9673109845282634,0.1125447804048747,1234551301.6874673,805425334.5893612,0.1,8.071074308676743e+18,0.8606060606060605,0.25695111425091005,-542057304.3281084,54
325148840.8497813,504019461.567401,-1.3858790950220234,0.2273821404680314,599797787.8790895,394822394.53875583,0.1,8.739476501197119e+17,0.7888888888888889,0.19452379333346217,343902538.7859462,57
-7282392.61735,14687115.504589243,0.5120607697075652,-0.3402400962014749,16393431.73586237,11979525.441418666,0.6000000000000001,1605870576808549.8,0.8900000000000002,0.2704112094980943,6296037.7731818175,57
39789370.87822131,580394696.2974669,-0.02890228304494687,-1.1183173167487865,581756991.8145492,503225762.33313394,0.1,3.8387462510769587e+18,0.9033333333333333,0.12948616399703358,318271663.95952725,63
-7261094.833234666,162063320.1806307,-0.3371637966583062,-0.37508377755007727,162225901.8965432,135241915.32158944,0.1,2.8084620938674838e+17,0.9099999999999999,0.1549551906555928,59273050.58385455,63
-97444199.02058998,77134065.39159106,0.5879888191022397,5.102580786917981,124278059.07157786,57010232.948722206,0.1,2.5907961882655668e+16,1.0333333333333332,0.17873008824606013,-66550105.26719999,60
313004015.14526004,678765016.4117017,-0.9125449131186065,0.9570523331252936,747457999.4898922,494660357.8626638,1.0,2.821758238734514e+18,0.9533333333333334,0.06000000000000001,1035866806.6881272,60
220733326.70031467,129065896.36397666,-2.225027019516917,6.7743815935805305,255697491.42380068,89843873.04116721,0.1,1.024173916607052e+17,1.014814814814815,0.25488371161607787,287160261.64559996,60
110473204.78372501,211042630.21450138,-1.0957254146976183,0.1119107439944016,238208565.63742962,161231577.3808705,0.1,2.2230721547306234e+17,0.9666666666666668,0.3018461712712473,103424921.38872728,55
-215721168.97256333,481163493.60286546,0.3950293727842323,-1.0171707268916315,527308192.9185284,412234844.2374132,0.1,2.6576650043597804e+18,0.9333333333333333,0.24585451886114368,-74737609.51745453,56
-62279403.03386668,523412238.7690243,-0.15791153300262506,-0.962021705406952,527104444.807153,448844556.7625102,0.1,3.451809559359035e+18,0.9400000000000001,0.26783079235467555,276960236.77738184,55
-182247697.5169107,400687813.6529707,0.46888896743946723,-0.07638121407770093,440187400.1606738,308164254.2633079,0.2,9.31406877569521e+17,0.8733333333333333,0.27960289300681024,-79928500.14000002,54
-45762694.021978,371075809.6696263,0.1319574481291367,-0.10492632894272047,373886989.19074184,297503896.32559085,0.2,9.304304741289879e+17,0.8787878787878788,0.24711373379242565,199629092.21901667,56
45072848.64462798,1009298294.7822744,-0.16953834051592254,-1.0420282294924175,1010304216.3305806,884888731.1136955,0.30000000000000004,7.454661958197136e+18,0.6666666666666666,0.12724180205607036,352981747.28114676,72
-644053160.0641122,1208979770.869095,0.7380087388114659,0.5470236043248722,1369830850.6378655,916616584.0236298,0.1,3.7715266179844434e+18,0.6466666666666666,0.19881128218973373,-308892573.32306254,55
-119329602.41273998,681319278.7445312,-0.04634928933667324,-1.0641739392746559,691690330.7123432,594489203.7039044,0.1,2.0987760600593626e+18,0.6880952380952381,0.1824033307170934,-82489515.21072003,56
-673662247.8320681,1303458548.0491428,0.5892585047763563,-0.12220330899798215,1467250834.259955,1048494099.8245811,0.1,6.425944808212728e+18,0.9166666666666666,0.1796601730428249,11260255.73889093,66
-189829899.81884897,87381016.62701952,3.482908006257136,13.050594501472819,208975675.45531636,45248902.32096041,0.1,1.8503959514646108e+16,0.9037037037037039,0.17101327971281774,-186721705.06134,66
-71692448.83690798,890590735.149717,0.024854556079175538,-0.805890236016388,893471692.1955312,744038836.955625,1.1,4.5113182870055747e+18,0.8966666666666667,0.07951240294584376,757985675.2592727,65
-72168270.58895633,634969519.625482,-0.009129989467536027,-0.6108977924641845,639057548.373553,512724033.6937008,1.2000000000000002,2.669253669351662e+18,0.8333333333333333,0.12472191289246473,724352982.3922501,72
-246029204.5548,686319635.0522512,0.3177980468571284,-0.7344457239407487,729085050.5614024,571769105.789876,0.2,3.994972837118561e+18,0.9433333333333334,0.12387269450708033,596430001.7099999,62
34758882.82902664,575729988.4468262,-0.05306420533677267,-0.3334271492319387,576778293.2223653,451064457.8933,1.2000000000000002,2.009835762524561e+18,0.8733333333333334,0.07423685817106694,688460542.9700274,67
-121360750.61678866,593697756.8220997,0.28214080793559804,-0.4212776920018255,605974800.0089306,489636711.46720165,1.1,2.79243003994508e+18,0.9266666666666667,0.0879393730551528,821268737.1597545,63
-241697321.668992,718191211.1542135,0.4759366351673404,-0.366593162278237,757770553.0575336,586829861.9424461,1.0,4.3237293960238433e+18,0.9740740740740742,0.07332959212304936,803081927.2448,60
107537254.38183,211585736.13653082,-0.7697178242750057,-1.2197295400391006,237345286.06319538,194141964.9621144,0.1,2.856604474892267e+17,0.9233333333333335,0.07461009761866466,144747550.92935455,67
-22885691.34021334,191648106.27979067,0.08397496573144923,-0.29906976337196856,193009718.68988737,150755539.5662823,0.5,4.0659916802905856e+17,0.8121212121212121,0.19083692719798528,111711274.69646667,69
64198778.888588004,95701512.32530615,-1.1573229352114613,0.2802518507778835,115240022.00683813,76882516.43316075,0.0,4.337074084659401e+16,0.809090909090909,0.1639727182844689,97571644.21193333,71
14400009.839179998,31463390.345137727,-0.9380509262650872,-0.6363065832937385,34602098.42450292,26987698.574607868,0.1,7855642327518835.0,0.95,0.26299556396765833,16910968.721181814,62
607930.8694836807,251229109.259054,-0.10026062823372568,-0.7357894531172109,251229844.80160743,209762427.53651398,0.1,6.420862100143628e+17,0.8121212121212121,0.04772125984249583,255374401.06363335,72
-47038313.532165,38630991.20546956,1.3994156393893566,3.0196393471373826,60868353.20153917,29125429.523322098,0.2,2.289203424315928e+16,0.8181818181818182,0.17136624867392358,-29977095.99267499,83
-130939.291335996,190953093.94951874,0.2962452566118992,-1.5783667789702598,190953138.84299397,179448213.9392346,0.1,3.0182726620812045e+17,0.809090909090909,0.1005951071072596,90116579.69335,69
-97052863.39264534,207517882.01416722,0.4510541826951631,-0.581045105052878,229091531.15808824,172729431.92305505,0.1,4.334486544871601e+17,0.7435897435897437,0.11938919719818274,11149450.209764298,75
153647245.849636,362893717.93886864,-0.3926151020289149,0.06960737461158661,394080355.6086926,283720868.78345054,1.1,7.11526201545259e+17,0.8833333333333334,0.05627314338711376,475846476.06720006,70
-92701654.64574666,148127069.30632377,0.6057366009444405,-0.10562780799515181,174743312.9917701,121397742.74163163,1.0,1.2641620364670768e+17,0.9518518518518518,0.08029438292103258,58028066.66712,64
-118906339.270754,148602593.48537755,0.8354800658346856,0.45672928418544867,190319332.46349943,120319954.75199747,0.1,3.138876864921046e+17,0.8700000000000001,0.09938701010583717,-869849.4498909068,66
-87524951.95918599,404991306.33241683,0.05090301018967341,-0.8110266890304745,414341134.11571306,342241084.6387116,1.1,1.5355612769517985e+18,0.8545454545454544,0.11125793788294436,378798452.479125,67
-255947692.782565,451727522.81673396,0.6549127186555889,-0.2981888714744807,519198397.8315622,366630683.6510759,1.0,1.8783703615411768e+18,0.8636363636363638,0.18719327529067276,239729455.39549997,64
-185420373.027444,267576935.44603187,0.5458116136443616,-0.13231252175536046,325542825.3184616,218847656.69712016,0.2,5.847288682765388e+17,0.8633333333333335,0.09363047936792095,75139363.67269091,67
22316787.60943597,353508017.9929033,-0.4207256498314893,-0.789735468178006,354211741.4689631,285939029.61140114,0.1,7.991874354430829e+17,0.8212121212121214,0.09457264566258931,269390809.89085,65
-8163186.443744023,479102644.7960649,-0.18049235664332774,-1.5375010332721413,479172183.9417431,441266178.2459822,0.1,1.3809941200906084e+18,0.9233333333333335,0.10225241100118643,130890045.86076364,64
-303177854.4658553,612514304.1568549,0.4577006307595692,-0.6886229694135815,683440256.522306,515344950.0387201,0.1,3.582608172499876e+18,0.8454545454545456,0.16408468328098041,115983039.29186668,72
85900624.323142,269138089.86627513,-0.8073736864629627,-0.9439219758779056,282514121.1974594,237544201.58752087,0.1,2.9960199089912986e+17,0.9099999999999999,0.089504810547317,137099656.21789092,64
-96519749.45995197,461115068.5342159,0.08429912943094556,-1.7202052774936505,471108446.60770684,438886978.9281473,0.1,1.8811805632966548e+18,0.9,0.08819171036881969,45606775.600927286,67
-139400917.92684165,223612516.50519302,0.6545408483832216,-0.4425833799610541,263505547.2976447,183095209.25283203,0.1,1.9463623882991338e+17,0.9925925925925926,0.4356852918396228,-99580396.30350001,66
-272923728.48088807,522564263.8925981,0.682460476069125,-0.005086781475163615,589542849.5584713,412570961.0360947,0.1,1.2999184027750943e+18,0.8515151515151516,0.1827752587878815,-122191379.34245001,62
-99643598.250131,391202078.7287129,0.20293804683800928,-1.197670526494224,403692844.9624784,344913637.0603815,0.1,1.1724976855209485e+18,0.9199999999999999,0.14313940369055925,-10522876.841127254,63
339119282.99403,376356478.0327874,-1.4334258403556313,1.088772188527317,506602493.7321459,296514264.0254564,0.1,6.762657314061395e+17,0.8181818181818182,0.1788649037984692,539430152.6652501,63
105556017.119804,444327779.1142838,-0.5127654563060152,-0.03711668182935446,456693823.08372444,346068313.0734826,0.1,2.3644231239059297e+18,0.7583333333333334,0.15099975472140986,225742537.65634617,66
