sdnn,rmssd,nn50,pnn50,lf_power,hf_power,lf_hf_ratio,HR
5582035.670468726,3417700.213377176,298,99.66555183946488,428776491586.4493,2125095886340.1177,0.2017680681340439,83
1735341.40549747,1047412.7773376788,298,99.66555183946488,97040190317.82176,250459142333.41125,0.3874491839816406,82
5041084.243630299,2993703.2380775223,298,99.66555183946488,73021209606.08383,387852652773.99756,0.1882704915998948,81
2298647.8202402843,1349326.810369175,298,99.66555183946488,207580492592.78937,211547765926.08923,0.9812464418334441,83
4192897.54833193,2685766.1613086676,298,99.66555183946488,371411953784.71655,63299377626.701546,5.867545111976646,83
6746924.427250787,4432036.925625894,298,99.66555183946488,501653954602.3072,4088647344357.537,0.12269435643418979,85
3934217.6113536335,2455943.654175082,298,99.66555183946488,842044988303.387,36265164859.17681,23.219113757601175,82
3727015.1988796783,2407780.630186879,298,99.66555183946488,102882582078.03003,1079496490511.155,0.09530608295846692,83
1058327.7621747686,672821.2255392986,298,99.66555183946488,84601942645.63747,72745910314.88583,1.1629786785185856,90
806227.9061233039,612899.17190547,298,99.66555183946488,7480467550.27726,38369654489.71371,0.19495790748604874,84
106999.47817489818,101089.01670899369,296,98.99665551839465,1839921248.230781,25178806233.341183,0.07307420499524718,85
61121.24305940951,52603.31775227135,298,99.66555183946488,177014042.86898285,3051105293.9397435,0.058016366469088074,86
1045488.9351680691,691829.6044401363,298,99.66555183946488,123098292570.96771,59257178628.70729,2.0773566244568458,89
829458.5583900454,535874.0711820744,298,99.66555183946488,37938552463.18597,147275633275.57245,0.25760237195651947,88
515665.7263200442,411692.5839020537,298,99.66555183946488,7085688090.715533,20625287242.335155,0.34354372898970137,85
3396830.225727727,1892103.481465379,298,99.66555183946488,271682620804.28482,665790041502.2095,0.40806050536786714,89
769731.0110125784,472233.0455490274,298,99.66555183946488,84855162869.92499,21136651919.131817,4.014598111118934,90
554151.1478070067,337730.1949695122,298,99.66555183946488,55321106017.81086,10478903082.85901,5.279284060590561,89
2083713.6994239213,1396658.978754206,298,99.66555183946488,137353551320.98436,150886719480.7475,0.9103090834876961,89
3254532.606179483,1958911.2027304275,297,99.33110367892976,23779389797.558876,404910468414.5288,0.05872752534818296,86
1284631.366077538,728917.5167459581,298,99.66555183946488,139761845358.06244,81614427985.85475,1.7124649257149198,87
783121.3037532689,452807.88944556133,298,99.66555183946488,59595218481.50376,19068960859.784943,3.1252473021320086,87
1772506.5379474983,1040984.907768753,298,99.66555183946488,14572476288.350092,23802550335.463116,0.6122233156939803,89
78274.13622643283,80394.46824414405,298,99.66555183946488,2878502062.5316234,20954348520.801086,0.13737015301020572,102
74481.37820202456,66647.42321837816,297,99.33110367892976,739087797.1654961,119850587.23253186,6.166743227811907,97
78153.17692379233,77322.15747037153,298,99.66555183946488,833849051.9697062,10882256.626940832,76.6246451039736,84
4694645.572652254,3262478.1166610224,298,99.66555183946488,44925897037.20553,54745891892.92523,0.8206259042244458,80
2202962.033962573,1494267.677903835,298,99.66555183946488,26361229826.107323,266070149442.93332,0.09907623941016831,80
4571343.484368837,2968263.6789052235,298,99.66555183946488,23357059973.661953,155308789418.33624,0.15039110188894658,78
3762294.009383242,2480984.5513133574,298,99.66555183946488,71009599582.2261,82910857033.99306,0.8564571893535307,80
4271555.702930941,3030237.956453953,298,99.66555183946488,42631883634.159775,197727927997.89597,0.21560881189537082,82
2153594.010020752,1497062.3703116076,298,99.66555183946488,28429298547.909206,13704253242.65985,2.0744872445447733,82
4516245.260307285,3064287.2851073593,298,99.66555183946488,68950429997.97429,240249717468.2411,0.2869948432180318,85
2387390.3549961564,1642327.0084066882,298,99.66555183946488,57233374610.12102,31423169868.483894,1.8213749551576484,83
2748066.3550358755,2346097.797430677,298,99.66555183946488,31103890289.41554,338344555643.3361,0.09192963140865053,86
2886237.684349575,2284669.3963759253,298,99.66555183946488,39421482025.69918,110223734075.42206,0.3576496691604052,82
904280.0836878965,600251.4098802345,298,99.66555183946488,46267465026.73029,235661493107.49,0.1963301870689021,84
2361835.0611005784,2674503.3522026404,298,99.66555183946488,77844970794.46602,615343295373.1227,0.1265065718271352,87
72203.36157036644,84381.81064746327,295,98.66220735785953,1977314503.425107,7187089531.266865,0.27512033832651683,87
94006.45491498485,90225.13483139107,298,99.66555183946488,508645834.8569363,3582704405.166861,0.14197259314036167,85
387762.7393669769,260300.7438174543,298,99.66555183946488,123469723573.19421,437820745613.7833,0.28200976041028236,100
68615.38582008665,66769.80822168423,297,99.33110367892976,807435882.2705556,3712125073.9599776,0.21751311342783194,88
95354.0796772863,98128.1330184658,298,99.66555183946488,713459716.4359918,1453575694.4196854,0.49083079689278103,86
2459758.5680847713,1503345.7140408652,298,99.66555183946488,1290285765887.3748,3489736998534.4033,0.36973725138291524,88
969067.028953767,642616.2335778142,298,99.66555183946488,137298063065.20242,610021035007.2252,0.22507103064663375,91
1339703.8259283197,718505.035879998,298,99.66555183946488,34282855346.65394,100624593747.37892,0.3407005590772578,85
2571798.939458457,1276542.2308249557,298,99.66555183946488,600756828193.0582,558439887158.5522,1.0757770746817936,84
2290426.018169298,2027917.7808927514,297,99.33110367892976,232247353607.08087,990092935758.1565,0.23457126621072105,87
1403807.5452822146,1033398.4368884442,298,99.66555183946488,120892453029.14673,252355592604.4911,0.47905596932269157,89
1839827.337091045,975657.1712075998,298,99.66555183946488,209610387657.78415,731000867929.781,0.28674437590123225,90
1722065.6785173574,998617.5248320099,298,99.66555183946488,182875682738.99133,948112707825.9069,0.19288390634309596,92
1229132.762369676,642171.6616727833,298,99.66555183946488,116895363211.72325,318459405482.4169,0.3670651932375645,88
1890604.8569483282,908166.6714599119,298,99.66555183946488,167410213152.9575,609448529676.9263,0.27469130697829897,85
714475.3514941437,345587.16085428745,296,98.99665551839465,390550475389.3782,644494621774.2761,0.6059794173521624,87
1748212.8243179114,823561.999480662,298,99.66555183946488,880794313734.1531,534581748857.51294,1.6476325942974148,85
2102894.4870606274,2278702.587886432,298,99.66555183946488,1126044282098.6187,510026888756.5036,2.2078135622300756,76
914126.2520340519,992636.3239362575,297,99.33110367892976,838458413070.7275,259768353293.10867,3.22771578000749,83
1166321.2232367464,1147130.2532573207,298,99.66555183946488,826730776595.4304,2933350051869.647,0.2818384311372903,77
1105680.2227664741,1152434.4158413454,298,99.66555183946488,233684807228.89346,1959714870363.7896,0.1192442894437565,80
213815.95819523948,191719.80946496807,297,99.33110367892976,29516037824.67263,58955120933.75145,0.5006526550567192,71
730885.6356555646,550868.3453011704,298,99.66555183946488,429875174315.0304,781953111206.3989,0.5497454619137176,81
1474858.567595757,1461207.7932293604,298,99.66555183946488,386628170757.5712,492444354718.9271,0.7851205259084497,75
857463.076398317,654290.2241147774,298,99.66555183946488,46687834431.25578,571990269067.0486,0.0816234767549569,78
696905.7413798048,488240.8696639155,298,99.66555183946488,141116771859.82593,78616971056.46225,1.7949912081766248,76
1226529.9050456774,1025658.460898519,298,99.66555183946488,587274951335.4424,3713111134563.882,0.15816250310116828,78
2417855.508959431,2014126.1822236313,298,99.66555183946488,83860275245.04567,3983053846807.371,0.021054266015575994,81
587111.9779473105,361223.4908695083,298,99.66555183946488,8918391551.536875,154563877455.4304,0.05770036116044357,79
1352493.0139368307,999702.1585240228,298,99.66555183946488,67167545530.91496,70570262272.60896,0.9517825691429416,81
96879.55654965636,101882.7145105979,298,99.66555183946488,1931822697.2255766,410727343.2221835,4.703418774290258,87
575995.349031652,427769.5892805133,298,99.66555183946488,91194876229.20345,112124080782.53494,0.8133388973424561,80
441792.4858356858,359337.59727219306,298,99.66555183946488,61950480937.86468,182184510424.7589,0.3400425249843062,76
368255.2683557967,299156.0411057473,298,99.66555183946488,18866541251.510494,40037658775.66031,0.47121989218260285,67
586418.9641856216,440602.37778872286,298,99.66555183946488,4503605984.245454,61314976462.18013,0.07345034189197375,76
948354.0485290035,850650.7431175492,298,99.66555183946488,633389220.4534967,173305569318.31302,0.0036547539871043667,71
231351.46540548324,175113.276316484,298,99.66555183946488,6039156895.791303,36669101816.14749,0.16469334116964704,68
602776.725128434,301417.43453479116,298,99.66555183946488,34095039122.980377,37525836103.80391,0.9085750688849872,80
3014009.4588391697,1624047.7971512123,298,99.66555183946488,46082181573.455,127569567686.42722,0.361231776584267,76
1445028.9442659141,913448.0168634376,297,99.33110367892976,246664497.69673666,11506381518.562809,0.02143719094476419,79
95127.97859904463,92983.82207166885,298,99.66555183946488,704571570.9640887,11728106048.411129,0.060075477494470716,77
2302054.92108605,1432231.8421490197,297,99.33110367892976,4967742751.87301,31620918584.85535,0.15710304994910174,78
67958.92526615184,43857.78220176753,298,99.66555183946488,3460562007.638464,1704091970.3950305,2.030736643184969,76
333526.4930083715,187042.53102725136,298,99.66555183946488,1441377521.0752985,11753061742.911263,0.12263847094521141,83
495141.9977114716,279351.33853960625,298,99.66555183946488,36756699105.79559,71751950864.2886,0.5122745606641008,82
108092.2866691528,48593.595227713595,298,99.66555183946488,765646433.0926658,4978087898.919224,0.15380331738595712,73
475687.6786658171,272881.907635806,298,99.66555183946488,38955436957.161575,65789050933.8878,0.5921264466378814,73
740677.1341868887,405214.08463474433,298,99.66555183946488,8347701178.106904,74810661498.40837,0.11158437862876677,80
104505.11664926096,65826.97438871356,297,99.33110367892976,1325599945.0229702,5229862516.39169,0.2534674555723425,78
346131.72330627445,340779.61431070423,298,99.66555183946488,37204819071.68464,28987562000.50528,1.283475273672071,83
87358.81498218507,77506.79648872721,298,99.66555183946488,1193177674.7824943,2231238493.9690266,0.5347602589358418,79
824882.6806705659,552820.0908996051,297,99.33110367892976,43952078004.17198,61792496855.419586,0.711285030397944,78
240003.40666652386,244337.07937462913,297,99.33110367892976,330360469.2891085,231911790.5164827,1.4245091573540705,76
40794.86351965952,33946.701812739215,294,98.32775919732441,50586856.78924844,723961829.9773831,0.06987503303983414,86
43863.96737576492,35460.456348318956,296,98.99665551839465,16766329.683621394,66809392.33259762,0.25095767373775035,76
178002.79728008536,116587.61098787357,297,99.33110367892976,1227888801.5305967,21266827492.269093,0.057737281311796895,81
407209.7291851868,304973.92422592366,298,99.66555183946488,130020295670.01137,90480859952.36565,1.4369922626560088,93
2461782.6429788596,1797858.5355006338,298,99.66555183946488,22066676468.99379,242342171854.9215,0.09105586658769418,81
1295541.9453554722,1171833.9829643455,297,99.33110367892976,26650568022.701794,45051583390.39693,0.5915567448930675,79
2244948.5943973637,1610845.4578475722,298,99.66555183946488,476677001166.36566,534296229025.22614,0.8921586477149924,84
504139.6180834033,584295.6465302752,298,99.66555183946488,4362925630.801708,332346918858.57526,0.013127624729562422,83
1060088.0660604504,1129401.034342627,298,99.66555183946488,21325537705.817646,79187080326.77583,0.26930577081280216,87
2058856.6623727796,1512557.9756169415,298,99.66555183946488,170014625222.88403,1072140582038.8296,0.1585749369728891,87
962641.4505308106,561993.7697205544,298,99.66555183946488,148884646433.92148,117681968523.54147,1.2651440853841438,95
327478.78511524433,199251.78221594985,297,99.33110367892976,26166839010.679516,26419177387.902817,0.9904486663790355,88
1546854.1000121776,997922.5062492683,298,99.66555183946488,466568745490.00775,303756059144.1405,1.5359981519532693,85
458208.77351702657,312950.7629540706,298,99.66555183946488,37588409189.56635,46013539360.452576,0.8168988891533217,82
503747.4877973958,382958.39631432446,298,99.66555183946488,1607207442.1930077,12655936127.070625,0.1269923793906675,85
836154.275498309,575131.4569652018,298,99.66555183946488,4101858323.338332,95106647670.31552,0.04312903907156214,81
1171323.783103815,739148.1324654802,298,99.66555183946488,105354974414.16145,192958165929.80103,0.5459990454743958,85
339541.10239221127,243412.17700700462,298,99.66555183946488,3307909184.3796573,41215987461.618546,0.08025791417614518,86
354836.53493242175,229358.3958900512,298,99.66555183946488,751968255.1841464,58267509943.07585,0.012905446893453625,65
685999.739524376,640739.8850023038,298,99.66555183946488,27671528800.094696,10576171466.44554,2.616403193526759,67
148645.0283197105,125025.68878829063,298,99.66555183946488,6796490545.675786,4578155598.375696,1.4845477397245175,67
429919.3234547109,394227.6852454382,297,99.33110367892976,92750030752.70663,136573098440.45732,0.6791237206435898,65
261235.76739811918,278355.11381065944,296,98.99665551839465,9661945727.545044,6515360910.554091,1.482948659358819,67
88469.7468407687,48646.43943460808,295,98.66220735785953,6220103.091320837,21687093.209239356,0.28681128592516425,65
162792.82195276194,119178.58758534203,298,99.66555183946488,4299085833.542421,15324714040.356403,0.2805328583764189,70
151529.36080193007,102864.7861153328,298,99.66555183946488,4207581166.595613,16206744801.557552,0.2596191411733245,73
156772.72422750844,86117.49729656392,297,99.33110367892976,24112945715.518513,38644754939.70771,0.623964254738806,73
208848.6289405882,118221.33598617156,298,99.66555183946488,15257508182.721333,20337936667.232178,0.750199414638936,74
306650.8342812558,199251.89463987725,297,99.33110367892976,6400908375.16142,9709575360.055141,0.6592366955093151,69
30092.438866659286,14749.792952348718,296,98.99665551839465,2101289.3195758313,140946472.65366516,0.014908420764378665,61
179120.37192650416,178908.84848982756,297,99.33110367892976,5655809481.619371,37648113532.75856,0.15022823060438634,71
159493.9934301932,119273.13620660065,297,99.33110367892976,1768511120.148411,3654153862.379737,0.4839728119703977,72
1170242.4452450408,588593.4650013386,298,99.66555183946488,80928028298.40395,28354323783.183914,2.854168870936005,74
1886365.112674879,1320926.864073607,298,99.66555183946488,15132957903.2343,521732730055.54504,0.02900519179930154,71
1804894.435011714,1498490.279237025,297,99.33110367892976,9514742065.414318,241963695442.07123,0.039323015165687335,74
2023833.20725293,1298114.7904407687,298,99.66555183946488,405219271732.3588,1451989144968.4805,0.279078719793842,57
2722085.4217267865,1803724.6554704518,297,99.33110367892976,155698215083.33078,295393519873.1725,0.5270874430494615,67
289506.44514504087,167499.44269210007,298,99.66555183946488,11651944754.177994,15052676495.261335,0.774077936096354,74
121486.90304467555,127266.76005106469,295,98.66220735785953,1364822038.5037923,72637457.49971114,18.78950730770305,73
318394.9954259393,261109.48947301414,298,99.66555183946488,9572819215.350363,44174664319.91411,0.21670383607272595,67
109876.82007172222,126955.08519304855,296,98.99665551839465,855383776.1007254,2780321670.7955875,0.3076564072012422,64
437142.6066022879,403510.57708678587,298,99.66555183946488,79955590358.47388,119936915230.59058,0.6666470469475669,69
357057.9641323914,254132.50049807364,298,99.66555183946488,9250916767.424929,265969880970.12915,0.034781820910255216,64
162014.8486478529,129299.62135883168,298,99.66555183946488,6313608259.182486,5820989501.101112,1.0846280100639571,63
527322.0614112399,348277.49867019785,298,99.66555183946488,110828306913.95448,212632930396.61383,0.5212189227098166,69
2396890.8580298508,1424558.0612826266,298,99.66555183946488,113898543580.11792,321164929711.6933,0.35464190838758003,62
1770987.0562102469,993249.7951700801,298,99.66555183946488,98903155772.70433,887155837114.857,0.11148340757622685,65
707407.0058554171,405981.4751893565,298,99.66555183946488,291986556676.93616,250105468925.98874,1.167453706353542,66
1047763.3734511612,561379.6763027365,298,99.66555183946488,176324823005.53577,82332591780.6468,2.141616329476256,68
4077747.175556216,2491116.2886822117,298,99.66555183946488,209506895415.77295,420091693426.23615,0.4987170627132627,65
1232646.438154144,712326.5935167902,297,99.33110367892976,66412657541.93419,343436963448.7953,0.1933765570106899,66
952759.8018452489,591651.8942739394,298,99.66555183946488,345135132472.8924,553056590536.7397,0.6240503022266488,63
1050907.3618326911,753064.5215461225,298,99.66555183946488,58396622052.62812,33772973617.807728,1.729093289607075,70
3172530.343414059,1999189.6840688419,298,99.66555183946488,9574314735.777393,320040189802.1327,0.029915976308153007,64
1082095.0115945055,725252.6083139085,298,99.66555183946488,617555784440.992,365866844820.8651,1.6879249737520168,70
91965.80341027326,102336.94663186799,296,98.99665551839465,1740298.7235697338,128350577.50285071,0.013558947356750936,67
197167.32842316627,203257.9781315959,298,99.66555183946488,2501090457.313419,927745150.3219781,2.6958809285560847,69
175379.79536425747,136040.80097597497,298,99.66555183946488,96012494.00264762,19451032151.261494,0.0049361130687566495,73
175900.3078827002,139154.49930625144,297,99.33110367892976,79423256.9683874,524095329.3947679,0.15154353132684165,67
215312.72563677022,192591.72690435802,298,99.66555183946488,10377263225.554195,3365217969.927418,3.083682340427421,67
1599399.9147602948,1068903.209043278,297,99.33110367892976,253665432200.6557,281437571185.00507,0.9013204283016885,75
3737562.94330982,3364633.5133191706,298,99.66555183946488,363448245361.425,8307338342379.287,0.04375026396930531,78
1332783.228420608,1020436.9197845779,298,99.66555183946488,54743581968.94056,78929255389.07355,0.6935778337080183,76
616519.7170670441,518736.4713819978,298,99.66555183946488,86818979002.32613,134264853883.50339,0.6466247606216867,83
523619.0282948534,305536.692340011,298,99.66555183946488,30592366013.03137,102915433758.20297,0.297257319877865,81
1330796.9431953884,891719.3358362069,298,99.66555183946488,439031578765.60706,438893426756.36365,1.0003147734753386,82
1821227.2744619714,1112075.746752992,298,99.66555183946488,932356052179.8982,2452519602903.946,0.38016252798792183,83
796190.9390744843,655634.7075057437,298,99.66555183946488,15560717822.284103,116129539332.34268,0.1339944850530408,80
123812.20379307843,102013.89955230194,298,99.66555183946488,798911178.8634347,7670521418.30334,0.10415343824698525,68
2926716.9627872007,2550134.6728932546,297,99.33110367892976,244448366472.27066,2847912893390.329,0.08583421460663582,76
206142.14644516323,145500.59217570288,298,99.66555183946488,424869863.9741511,910244061.1024077,0.4667647745590188,75
245593.6795726486,173764.29949241685,298,99.66555183946488,593063178.267485,978870956.844976,0.6058645157672286,71
858045.5100810019,626541.9253845612,298,99.66555183946488,156510169758.01016,421173475257.8783,0.3716050011510846,77
4496815.859187544,3306581.836946493,298,99.66555183946488,299354485690.88324,901668765393.1377,0.33200050526355024,82
2785990.3456186797,2006693.0107376822,297,99.33110367892976,178585234319.60648,556195519440.2638,0.32108355439347763,68
448924.27029338555,289703.7679343149,297,99.33110367892976,32949141105.522457,3331858069.8742104,9.889119048449265,81
408090.13070661103,276983.6479371469,298,99.66555183946488,25846479908.580524,25208204742.76406,1.0253201357387292,70
1422978.5318087584,1221268.0132832755,297,99.33110367892976,311668393119.64465,2268084027717.493,0.13741483530188914,89
1940545.0086453615,1446346.7938551602,298,99.66555183946488,1606778691157.2014,6262106993018.088,0.2565875499969376,85
4598664.29434053,3944592.9876116654,297,99.33110367892976,4898896834317.168,6615415950850.256,0.7405274091174161,85
3008543.1857963516,2354410.209541361,298,99.66555183946488,1112074981183.8647,9936299542479.541,0.11192043641896422,85
1308511.7258290763,950205.5397945734,298,99.66555183946488,400315332618.65924,906262963774.5315,0.4417209448252962,86
1243058.791799681,918747.3768727962,298,99.66555183946488,151877531208.49966,791172723485.7925,0.19196507500833604,86
2827467.2562605487,2083670.1151105317,298,99.66555183946488,454899619107.225,1745437264607.1575,0.26062215373269715,84
2131528.6662897207,1480177.1017827794,298,99.66555183946488,82574881176.43745,1336580677472.8672,0.061780693502591605,83
61016.417884629576,64834.102644073544,292,97.65886287625418,5956611.2061281325,23534270.60383818,0.2531037101764554,86
72642.05794849154,50286.71933605657,297,99.33110367892976,1415338983.6004877,653146087.3256161,2.1669562308728825,89
827478.0603318544,366151.80970099336,298,99.66555183946488,2597128381.8428435,355818480543.4965,0.007299026115439109,81
1968357.2368641288,816279.9429680035,298,99.66555183946488,2258376.8565079165,6519187548.595265,0.0003464199855692976,76
3079382.8942172136,1293017.9600298253,298,99.66555183946488,47953294195.70884,38708257820.85658,1.2388388652787905,85
4867435.1289263945,2068598.468027528,298,99.66555183946488,29952447709.917572,37215676728.21811,0.8048341543983446,82
4975975.478622431,2173788.225564454,298,99.66555183946488,7481109648.798083,26862987490.301285,0.2784913499103215,81
4519507.674290106,2010787.9478993542,298,99.66555183946488,85310183124.979,105305579009.2237,0.8101202607461728,84
391760.6922729946,185324.63135801468,298,99.66555183946488,10044574493.23155,5045390579.598248,1.9908418059541737,81
134819.5961513949,73971.53272119966,298,99.66555183946488,7401982238.287718,5696077484.156074,1.2994876314229755,87
991288.5021213816,474765.2232490912,298,99.66555183946488,33658593090.541878,69344398646.51802,0.485383012146605,81
781811.0062807364,308061.62192227563,298,99.66555183946488,13431126239.351252,995033905978.3091,0.013498159367891971,82
774371.8942217389,339137.37002727936,298,99.66555183946488,126798676228.72862,104364087901.81413,1.2149646375295398,82
4857901.252367751,2140983.182841713,298,99.66555183946488,607524695768.9812,1523583209611.9658,0.3987473030263367,81
3923774.1000927845,1756495.2318752827,298,99.66555183946488,186237413885.36832,178561367787.23846,1.042988280126058,81
484516.2898872708,210325.06048434126,298,99.66555183946488,5078834165.363811,1894018921.7274683,2.681511840827643,82
2985678.622346099,1257631.998497761,298,99.66555183946488,55082094733.25192,11649059293.638008,4.728458611532207,80
1210370.1419740426,763661.8652487351,298,99.66555183946488,43770969718.334915,6688610701.413144,6.544104848124462,81
2066883.569982621,817846.5332334705,298,99.66555183946488,29549751442.05788,134383063091.93661,0.21989193252606365,81
1229840.8846003679,543125.0613513116,298,99.66555183946488,119222746669.64445,147768206250.20212,0.8068227238799645,79
3666237.8224670445,1489801.0303836274,298,99.66555183946488,95706409246.42699,95370662237.53897,1.0035204432999718,81
65955.29227389816,75969.92440427521,298,99.66555183946488,15093102.320080629,74614895.83602771,0.2022800159535027,84
109729.5398754828,117731.78585784633,297,99.33110367892976,1279632535.527716,830053661.9246058,1.541626275776789,83
33238.62824303154,34668.28833575954,295,98.66220735785953,276610.9145972017,1353631.6956670387,0.20434725005526275,82
77375.92410189022,75072.22177147352,298,99.66555183946488,1127469972.5564218,1106979029.2456808,1.0185106878896377,83
57191.84026023535,58456.554560552955,297,99.33110367892976,672024386.5690982,2935919639.4390383,0.22889740493629482,82
68045.5232226437,68401.32632721559,296,98.99665551839465,1295431914.2207391,71710827.73974311,18.06466268834871,84
1289463.1617404774,542441.1677136334,298,99.66555183946488,30901103543.082344,3541942030.1047783,8.724339156439617,81
2837539.191033146,1431295.1784546198,298,99.66555183946488,200636301297.97458,716677865322.613,0.27995325515970554,82
1140257.1929042963,624780.5629358927,298,99.66555183946488,145723319075.98135,131639631950.52596,1.1069866795947019,82
1453720.7844044825,589593.9885335029,298,99.66555183946488,151087483994.7225,235700109240.7085,0.641015757190102,79
707601.8766344737,329653.3070769505,298,99.66555183946488,39258940553.99702,50948906163.773926,0.7705551210029943,81
77099.12530342315,78106.52542587763,298,99.66555183946488,1366689000.9455585,2654952874.844673,0.5147695892815107,79
748510.410325113,330577.89180769405,298,99.66555183946488,2148566935.0863395,5032253820.110568,0.42695917413782825,81
3850442.4068823867,1671888.8245219719,298,99.66555183946488,29061826960.766388,1303420935.473102,22.296578311608773,79
2744111.306726918,1182212.2535829467,298,99.66555183946488,10504381086.034883,85095026387.16855,0.12344294998207833,80
535231.7153802479,322905.0871532303,298,99.66555183946488,17661912643.37671,26812856055.265686,0.6587106053518735,80
2093459.269732424,907522.1065443684,298,99.66555183946488,13100090335.17712,47131385054.684784,0.27794834206500774,76
1283573.4723287513,565971.5516552768,298,99.66555183946488,49976020872.20342,41938258178.87084,1.19165704639069,78
768318.5100300446,368816.6604444046,298,99.66555183946488,30098608363.7887,84509903196.29532,0.3561548081989537,78
2005341.0435072593,999487.6006915335,298,99.66555183946488,19874493527.886448,42225594543.232796,0.47067409572026014,79
2622842.629591078,1141798.4739708896,298,99.66555183946488,48054686398.694,316831120514.8553,0.15167287329794,80
1978782.8610165722,864936.2162198946,298,99.66555183946488,109577579589.50717,292506230817.8861,0.3746162236719326,81
1212920.1823606687,545796.916930817,298,99.66555183946488,16161288267.635538,13564447016.473454,1.1914446824119207,80
2722982.6707491726,1185572.6346341642,298,99.66555183946488,42125893399.010315,26033414468.690567,1.61814707208974,81
2722667.484949448,1175861.8484831762,298,99.66555183946488,65331584105.30631,152041593051.36996,0.429695472101722,80
