ac_dc_ratio,perfusion_index,peak_valley_ratio,peak_amplitude_std,valley_amplitude_std,mean_peak_distance,peak_distance_std,waveform_area,signal_skewness,signal_kurtosis,Segment_ID
11475167275.957035,46326225113.199554,2.115035439278531,0.7253355028754614,0.8785101593380769,23.333333333333332,1.3123346456686351,1.6512813354378295,-0.9863876493021811,0.45816586256724046,132004
5008696909.5058775,30879608322.70295,1.0581143488605642,0.9823745020297457,0.9671306916052403,23.666666666666668,2.1343747458109497,0.0022033282222650996,0.02337733738812773,-1.534638043292587,132005
3263009294.409608,28663081215.462875,1.1008208524341072,1.025666859289646,1.0318244332564084,27.5,9.254728521139883,0.4163645309537145,-0.8374344100852171,-1.1407402288071236,132006
15205625379.768585,42802059753.56796,1.6873027144089927,0.8819645155724776,0.8740494955030896,25.0,1.348399724926484,0.20892536447126986,-0.18214017575920433,-0.7235563760141019,132008
10856400236.155361,42586444247.26384,1.6099948336781145,1.002872883374051,0.9209725420907083,22.333333333333332,1.8408935028645435,0.3819793708146193,0.24104882001829467,-0.8410079435199789,132009
8053662201.26129,38977906745.60534,2.1716290133013696,1.103897622590031,0.9148307317141672,21.76923076923077,2.3908108104492394,-0.8902432118953669,1.105196310267933,0.4144027100670806,132012
4210708404.4120007,34384544353.72556,1.2282767135425052,0.9845548744600701,0.9586959898172007,24.272727272727273,2.1358800226310417,-0.06815357154182777,-0.09784245623650684,-1.1603044341630624,132013
7139101503.473577,34551142378.07996,1.3904199602392187,1.0039200724775623,1.039174459611108,24.8,5.81033561853358,-0.34840096652698094,-0.10866152707204009,-1.3521702525235506,132014
3210226567.1031337,41118119193.5805,3.0687622069516642,0.7582526630551767,0.8127725904405136,23.1,1.3000000000000003,-0.2778221467401636,-0.08138792135261336,-0.5781098383396182,132049
6950495377.663709,31696567621.184845,1.6088663203628761,1.0570197709665947,1.0584443947315527,33.0,15.684387141358123,0.2898433709445669,-0.3187722519122463,-1.5050886395191236,132052
6516782235.234208,45227205183.50169,3.864259634272972,0.7476165638828107,1.248087747306481,20.642857142857142,5.651891502056671,-1.287386660539454,0.7767836248012465,0.31736191570522543,132053
11870512499.38641,43789390206.52624,1.301025580106952,0.8675392949573287,1.0174428912446847,23.90909090909091,3.654500225862142,-0.048627350863846175,-0.5693846526330034,-0.3001506849216593,132054
11127519097.727829,53107496532.27001,10.951093546034091,1.38423656640215,1.0506465026989553,28.1,16.573774464496612,1.2345611064099842,1.5416735585938508,2.461458536724714,132057
13574902687.209938,53077798086.09879,1.1676910367937479,0.9491391958809057,0.9989887931393675,27.1,7.462573282722254,0.8691940971259058,0.3757480656056064,-0.24652562698177682,132059
8741843718.508276,45466011776.7756,1.803542703922375,0.930926470145932,0.9674187506930052,20.692307692307693,4.905014943670726,1.3938159544547375,-0.5368128525257319,-0.3141835378078355,132060
6970517844.753534,34245375767.51815,0.9635104684871773,0.9394838434336352,0.9271915744017244,26.8,6.968500556073738,0.3391536239568467,0.329353186722978,-1.1767756046462716,132061
2496022501.989607,29702086126.329975,10.142852362351192,0.968848255444486,0.9453276839542897,44.833333333333336,24.251574977491437,-0.02109855986037701,0.20581829357954254,-1.5669055512188765,132062
13218983988.903418,40852051733.30125,1.6381503306576313,0.9317843162935916,0.9890678453628079,22.416666666666668,6.369959881262118,0.9914434704037305,0.0931529018326182,-0.7564526416467818,132064
10915425261.512157,45143811819.54333,2.3187111742908093,0.9050804838628439,1.0178621847201734,22.23076923076923,9.082136703474118,-0.5715575530265369,0.032991518714736594,-0.7046072336067288,132065
7410075423.365002,40011598769.15177,1.827657618479625,1.0387046310161112,1.1495419864868426,33.0,11.324751652906125,0.9038531861464207,0.029216341961975336,-0.898453544731034,132068
22618229956.480614,63277782937.15611,2.7485877600286437,1.6536099684616852,0.5208753884481744,29.88888888888889,9.666028075969576,-0.2199335113888452,1.8664091072188815,5.176681625979656,132075
7939887956.467471,45437811880.13885,0.9302928874143643,0.9757889912781469,1.0823441889153016,20.357142857142858,5.93545211729778,0.8333726662947427,-0.6843248844465608,-0.6596143710361924,132101
9782753244.34126,48377826072.64264,0.5233829861262034,0.9441456912573157,1.2127191377279758,23.818181818181817,9.00321338410178,-0.5280555827654325,-0.5280719988346866,-0.16930831550764402,132104
4439304689.810275,88621714059.17209,24.895021904901572,0.34088291600624415,0.31450296411430073,29.125,1.6153559979150107,3.475538509951731,-4.768825101624212,27.988309123085838,133002
2419213949.9724684,39079529686.64199,2.5623646062496785,0.7828968137039485,0.7484821683591942,30.714285714285715,13.48771171648248,0.6014683671542542,-0.7963533216940422,-0.47318888057485253,133003
1496285572.719242,29314672263.851414,-0.8559347144400591,0.0,0.0,0.0,0.0,-0.5837693239624571,0.5497845921083921,-1.2582005006994939,133004
5162572686.129946,38651910570.29394,1.755290907200225,0.9348133398489946,1.064655111268067,31.0,1.8856180831641267,-1.013532348055577,0.9575815323122785,0.11816861243455135,133005
8762877275.974329,36237669375.167854,2.1404033888649,0.8479672078544593,0.9725139364721416,31.875,1.3635890143294642,1.959605403253029,-0.6851412274113368,-0.605043634711905,133006
14474150268.452269,39305600860.220634,1.5858718912270682,0.9154611674939062,0.8806202486580246,32.75,0.6614378277661477,-0.2706274482784323,0.04736297559324803,-1.060065455241446,133007
5741795879.261284,29036411077.36006,1.512687205102143,1.0109301606742076,0.9673153865320003,33.0,0.7071067811865476,-0.2000290034875718,-0.02874495795275247,-1.6765099608449525,133008
18913830374.538147,45072143116.9919,1.5196935843384025,0.8059429568175258,0.8587416443952957,32.5,0.8660254037844386,-0.7264294660529274,0.08911358528880713,-0.4752582534402916,133009
4041464087.371835,30630388007.265835,0.5567462753929938,0.8857790089466246,0.9681758525133671,33.0,0.7071067811865476,-0.10098701916386688,0.416980834011166,-1.475672175077207,133010
5530787131.804699,33569159174.390625,0.2783375326644112,0.844771193425628,0.8517798054928231,33.285714285714285,1.2777531299998797,-1.4611029194165255,0.16719844364020608,-1.2580540050339626,133011
12102394923.551857,50639300365.92504,1.9093921023512435,0.9174699971729028,0.7997058199669459,31.25,1.8540496217739157,1.267872577337073,-0.02920533686965656,-0.3731031395118345,133012
3499179627.065408,28630150779.616024,2.060199142839475,1.0315238662291,1.11624936111944,39.5,11.968709203585824,-0.7026546621935381,0.24476494800004056,-1.5895935469757012,133013
6899554000.081699,41164077227.66178,1.2529534999779506,1.123313263464682,0.9384608462574024,33.75,0.9682458365518543,1.2183997215387805,-0.6937795238584311,-0.09339672289563783,133014
60934531528.46431,60934531528.46431,15.250919577016985,0.0,0.0,0.0,0.0,-2.534338425775225,5.089575819510605,24.5416887243573,133018
8442016208.775443,40119184040.10192,1.2324681659253116,0.8663024565614994,1.1251182658996242,31.75,2.165063509461097,0.3177751918789795,-0.1531180911383921,-0.6414195613529783,133029
9306382119.045609,47366990063.649605,1.1905541163549564,0.8645778971154235,1.2524221279459842,27.8,11.600000000000001,1.0581916452483995,-0.5547271592087643,-0.09939151484093012,133030
7211638562.717777,31222522772.00501,2.1367482776159137,1.0437346402339953,1.1090736528235232,38.285714285714285,18.903622371797162,-0.8179754371083732,-0.6386098455317091,-1.2197773244371077,133033
4782866299.607599,30974204011.945812,0.6801503588896007,1.0421156719524494,0.9336230112030551,27.3,2.2825424421026654,0.17180629582287565,-0.31908317306011635,-1.5409648885206642,133034
13957087859.345127,48676667896.41223,1.1200399998749992,0.9880452771599759,0.8655358363150162,27.3,5.78013840664737,0.7304488594455023,-0.11508724093275986,-0.16458680933842373,133043
14282068207.231497,54063726208.65916,1.7788644962650502,0.7812067853208083,1.0450858207081404,25.636363636363637,8.552221691921265,-0.20635603932568714,-0.1928602667661397,0.7832179798900736,133044
15176410296.851686,49052114954.471756,1.367123325840322,0.8558965154758806,0.9374444989139253,30.333333333333332,3.3665016461206925,0.16618076598624043,-0.07764735465235999,-0.3107541705535284,133045
12287530951.372364,35014721311.76156,1.5888192871897695,0.8916745564247871,0.9312494435377321,30.22222222222222,0.7856742013183861,0.33688556685609683,-0.04812407787024854,-1.26008076730338,133046
17266854206.27441,40653768390.57389,1.4235467961236017,0.8498200271160461,0.8787996257650748,31.625,0.8569568250501305,0.03678797760478858,0.25048105112974745,-0.8059257511715736,133047
19239166766.69155,47639018426.05965,1.16622457586589,0.6257751628528327,0.5951882515979285,31.22222222222222,1.133115447465063,-0.4651538918396909,0.688786525867752,0.265296576355984,133048
10610565274.133055,36322652338.881905,1.2266668077077845,0.9555764180070937,0.9147994266034096,31.375,0.6959705453537527,-0.21455864378802403,0.0040437886687666015,-1.2538016214667247,133049
16004690142.810022,39725372856.8792,1.5187154986330347,0.7507688053372044,0.9521543412789327,32.44444444444444,1.7069212773041351,-0.35322451540467625,-0.10237148832437494,-0.8712680596736795,133050
23770020924.79395,71033303076.32959,1.6462270802305656,1.1378682699607277,0.6022797123462154,33.0,0.7071067811865476,-1.0075169273635467,1.4521785977480157,5.311485604957527,133051
15486131795.862434,43904965727.039734,1.8450067827339987,0.9609353884837606,1.2001174822803224,30.0,6.819090848492928,-0.5045354873366392,0.6467037556323962,-0.13800726725462242,133052
9635238794.952463,41655899078.127754,1.2696799045917297,0.7867728096866099,0.8048587132160693,33.125,0.9270248108869579,0.29078135302448516,0.2570599211042314,-0.7730069253334295,133053
24519017577.396076,42454380086.78243,1.4686411496817129,0.6441285336725427,0.6657301671921122,32.875,0.7806247497997998,0.31867458568635953,0.10269426698791705,-0.673493533768823,133054
1724792807.5184755,55598904007.828705,0.33993892365444767,0.6874794410483369,0.7288005402460512,51.5,38.40898332421727,-1.4399665389841516,1.4401845718633617,3.1230366781754544,133056
17945460833.659958,34732363563.8828,1.9471232470514501,0.2821400339475192,1.3965494438873125,60.0,0.0,-0.4144429607709128,-0.564462230818756,-1.02380867726617,133057
6599194281.478213,36724483487.11175,0.6523250020387817,0.9682767539738204,0.8852686838043231,31.125,1.0532687216470449,-1.5458095023549703,0.233061641719558,-1.059028628390451,133058
11432064593.131775,37000232061.06808,1.3138045890494574,0.8674933729740472,0.9297305288759219,32.125,1.2686114456365274,-0.7319740015617562,0.5197084300975955,-0.7604154663607803,133059
12723347041.600365,39436779313.44834,0.08230530055714404,0.13822778445146727,1.0193471662269937,133.0,101.0,-0.6496071999245885,-0.2512247119131596,-0.6163138542594364,133060
6751238378.950197,32434253788.29428,0.8314268058039379,1.0015259456350796,0.9666477988924995,33.875,13.042598475763945,-1.0845973421229615,0.16332516327320945,-1.5561241686595249,133062
8781711360.210438,37424447073.463524,1.342849761791684,1.0219656769432903,0.9114769155394442,32.0,1.0,-1.0610789418615099,-0.18185274099642662,-1.0896565752863037,133063
4726127390.669268,38024865095.622574,0.146448628350113,0.7870681148368591,0.942594590868193,35.5,8.32165848854662,-0.8237974274853883,0.63675576874675,-0.44196824114701583,133064
3755109628.310135,36460386689.19396,0.46057306285740696,0.8843443318579601,0.8528107823131439,32.0,0.8660254037844386,-0.767769664115022,0.8882588507781671,-0.5998353157852097,133067
8301589655.809933,39716804605.207886,1.1225416986760726,1.0373898395324277,0.8054081688846181,32.875,1.3635890143294642,-0.8330692841497012,0.9673109845282636,0.11254478040487381,133068
8033220440.329723,30233800141.07992,8.112473301151143,0.17912810339901916,1.0468295068970142,45.25,18.59267328815305,0.9864384527252099,-1.3858790950220237,0.2273821404680323,133071
20431856203.68091,42783738259.934,1.3293648655749408,0.8614616515195702,0.6526832088668411,29.666666666666668,10.176225014982498,-0.05464096112671868,0.5120607697075652,-0.3402400962014758,133075
8196525023.9373865,36472095182.90077,1.063045925962226,1.0254074151001422,0.9486433319303599,25.5,5.445181356024793,-0.12077817373688049,-0.028902283044946842,-1.1183173167487863,133084
9866536542.128101,47563232342.12788,0.9477957198700312,1.1409030019276392,1.0820994310527743,28.333333333333332,3.6514837167011076,-0.3084071672722217,-0.3371637966583062,-0.37508377755007727,133098
11180313400.517197,81300668551.02943,0.5582197536893201,0.723388231577596,0.9234743125471256,31.0,5.361902647381804,-3.4306099165809485,0.5879888191022405,5.102580786917981,133100
17581312845.239204,48412492741.318214,1.4955714163751503,1.0003142102587328,0.813624686671726,28.6,1.8,2.04532429598504,-0.9125449131186063,0.9570523331252918,133101
9717462274.75505,59191904177.20878,1.320768991410502,0.5282886520754847,1.454244807181687,27.4,9.254188241007421,-0.21647512516934597,-2.2250270195169155,6.774381593580527,133102
5172163367.398559,36306458057.664345,0.4973876361379846,1.1808338213587468,1.14745285726961,36.25,10.508924778491851,0.9890532874688347,-1.0957254146976179,0.11191074399439893,133104
9758549885.798996,37655060280.163574,1.3923892805175577,1.034425313714209,0.8775124647238154,30.625,2.117634293262177,0.5207967459674023,0.3950293727842323,-1.0171707268916308,133105
13617202752.261698,39797767613.27828,1.4494234734618208,0.867954432838741,0.9362240237877447,33.25,0.9682458365518543,-1.2808744760909434,-0.15791153300262498,-0.9620217054069515,133106
9134339888.107607,46311956909.33063,0.5145820825470637,0.945055133962227,0.9513603818771572,29.11111111111111,6.83852557930183,-1.116472089588818,0.468888967439467,-0.07638121407770049,133107
15598280877.306252,48622238699.880516,1.008581744538965,0.8249502515037955,0.901391037467401,32.125,1.6153559979150107,-0.7288209005619564,0.1319574481291368,-0.1049263289427187,133108
5011316310.22126,42600213931.11606,15.233368748390497,1.0874756572009103,0.8806934851061149,22.083333333333332,12.47970574795558,1.6809895255768907,-0.1695383405159226,-1.0420282294924161,134004
13900806657.31565,48502006456.01465,2.091470510958899,0.93357766357804,0.8668145983379025,29.1,6.905794668247819,-0.28882250696993594,0.738008738811465,0.5470236043248708,134051
1440359122.9419162,38300870262.88316,3.312112512176196,0.7841762006903383,0.7300215113211238,30.428571428571427,14.120472906458934,-0.8731159761542528,-0.046349289336673316,-1.0641739392746556,134054
6900123089.546619,43762839361.09749,0.9491730046817718,1.0330598705094414,0.9846579132247683,27.88888888888889,7.217947452849651,-1.338239767533878,0.5892585047763561,-0.12220330899798304,134102
5188616517.972825,61610943085.49213,0.05069816069825871,0.33335510994884593,0.29577138182927887,24.4,7.4859869088851605,-2.6813331845090005,3.482908006257137,13.050594501472812,135003
16049460689.919233,40521716484.07919,1.3835548346958035,0.9327924869073544,0.7947014666094382,26.9,2.3853720883753127,0.1878248129252711,0.024854556079175628,-0.8058902360163884,135004
18031175072.439545,45577857024.155334,1.484872111395144,0.8281860345717007,0.9189469127291405,19.846153846153847,6.9264948827633415,0.6097169403222509,-0.00912998946753599,-0.6108977924641832,135007
16162221668.400183,40299170363.0107,0.7136180741914663,0.9502670673726182,0.547733473719588,21.76923076923077,7.4848960339508555,-0.31619932454215416,0.3177980468571287,-0.7344457239407483,135008
17976252692.853264,44872098007.92237,1.7146492733341712,0.8466282430377866,0.6585595371709294,26.2,2.227105745132009,0.8449197722174091,-0.053064205336772606,-0.33342714923194006,135009
23006601728.4244,50332042567.50563,1.4989323263511807,0.9104864751370342,0.6034105709673481,25.272727272727273,5.7539063267078765,1.0841457746425789,0.2821408079355983,-0.42127769200182374,135010
25063160876.287727,44940603722.95721,1.3833823185731207,0.6720441736696864,0.3943129938173379,29.22222222222222,2.199887763691481,0.9253656112473791,0.4759366351673403,-0.3665931622782379,135011
6222716640.681428,29340397124.918793,0.3939540739232399,0.9522309895960623,1.1312155576039682,27.7,2.238302928559939,0.15558147133928912,-0.7697178242750056,-1.2197295400391004,135012
17362366816.450836,43115504396.81279,0.9009527513071942,0.8240553977138533,0.5518220615973909,24.363636363636363,10.429614542452287,-0.7477198506256393,0.08397496573144916,-0.29906976337197033,135013
8318561885.454974,37364539725.936005,8.173042938935584,0.4192083810096778,0.6694208683242124,24.77777777777778,4.491418429201719,1.6747230870374086,-1.1573229352114611,0.2802518507778826,135017
10681602024.26329,31876507607.380253,1.3456509676949795,0.4720633719373495,1.2102913545711311,59.25,22.060994991160303,0.14260172449512254,-0.938050926265087,-0.6363065832937385,135018
14980431167.142702,44725316414.10569,1.3353341780279895,0.8934861620690256,0.9083173042738493,22.333333333333332,5.3748384988657,1.279738819695254,-0.1002606282337257,-0.7357894531172113,135029
10086506474.702488,60344085750.69862,1.411511904218514,1.2122328680637562,0.7456403214012655,20.76923076923077,8.61263692447902,-0.5263369364966373,1.3994156393893562,3.0196393471373835,135034
7879580109.064065,32344713015.713154,0.9547597497044465,0.9427382513780013,0.9320959983561441,25.0,2.04939015319192,-0.19302466265239104,0.29624525661189943,-1.5783667789702593,135043
8266786584.427029,44245413553.79421,0.9301949687592872,1.06406671516572,0.9488704076674678,24.363636363636363,5.330405532461472,-0.6563556645229056,0.451054182695163,-0.5810451050528784,135044
14094288792.159174,48518159008.30221,1.224726718638087,0.9351499103318458,0.9955712926649781,22.083333333333332,6.435038634089326,-0.6860953156568712,-0.39261510202891503,0.06960737461158661,135045
17147522909.061989,46339649418.25092,1.4595479538186127,0.8457913439118052,0.733968990605337,28.555555555555557,2.408831487630978,0.4735871063970052,0.6057366009444407,-0.10562780799515092,135048
13229683218.333897,50717045449.0658,1.5025022757522695,1.1103135560078294,0.8133722317195742,26.1,2.981610303175115,0.48459466213643054,0.8354800658346858,0.45672928418545,135049
24153573764.502922,43599621723.86475,1.2045179679713984,0.5538563735485406,0.7298841384728301,26.3,2.72213151776324,-0.2440581198947065,0.0509030101896735,-0.8110266890304745,135051
23889514940.548252,44279456852.9837,1.3587954164195513,0.7876172119971038,0.4272512390875576,28.5,3.905124837953327,-0.19396475546523506,0.6549127186555891,-0.2981888714744798,135052
14657583216.142313,45571180582.29805,1.9792903065187004,0.9097170037706672,1.2089827013418664,25.9,2.808914381037628,1.3118937037791056,0.5458116136443618,-0.1323125217553609,135053
13216827820.447838,38746040642.75687,0.9983828484491675,1.0931518565615344,0.8380219363756702,22.583333333333332,4.662944944512594,0.4809861347454927,-0.4207256498314898,-0.7897354681780064,135054
7610831339.259717,32279124021.777554,1.416980077726557,0.9644350849638418,0.955238417823361,27.7,7.3082145562373855,0.19483440407023522,-0.18049235664332766,-1.537501033272141,135057
12693280681.193975,40918590015.137344,0.6936978567805355,0.9615444768178154,0.7308700674611462,23.25,6.219927652312364,-0.9507124698994005,0.45770063075956924,-0.688622969413581,135058
6188650833.72423,31673966665.11571,3.0800260769360075,0.24296667783120976,0.6333566107995473,32.285714285714285,12.724714823796202,0.35039186181263915,-0.8073736864629627,-0.943921975877906,135059
3340850482.363855,30730718334.390152,5.713320674174226,1.0602346791408335,0.9916524927821346,27.555555555555557,2.1659542988464366,1.072847857273672,0.08429912943094545,-1.7202052774936505,135060
9552583377.884495,39502946797.97837,1.423170842607556,1.1055673282188043,0.665142493529237,43.4,17.99555500672319,1.1783814548883953,0.6545408483832212,-0.44258337996105546,135061
6016292539.062034,41594669767.05011,0.4359750461766676,0.7752974296166925,0.8439629034238154,25.6,6.2960304954788775,-0.8327751529858176,0.6824604760691245,-0.0050867814751645035,135062
7239023083.716418,36366587870.315956,0.5362314705375155,1.0069552618351962,0.8387976648270264,32.25,10.133484099755622,0.9929866093529967,0.20293804683800892,-1.1976705264942258,135063
7561805961.927101,41383027852.07517,2.8664581333265065,0.6238035696604526,0.9840057675320258,22.5,6.849574196011505,0.6034445147115264,-1.4334258403556301,1.0887721885273143,135065
9914662373.280449,44290898702.83306,1.618682673068378,0.8591968101006943,0.9833335414018537,31.5,11.157956802210698,-0.40090811558798123,-0.5127654563060152,-0.03711668182935535,135066
9339986517.71014,46625228633.252815,0.9161603809481045,1.0567468951230845,0.712287787737736,30.88888888888889,10.311206896106826,0.7491730491462754,0.4434845947384047,0.586013931679096,135067
7419756244.62769,30856268664.823517,2.434399600851587,1.06993008200841,1.0720896111897213,40.0,19.339079605813716,0.13699115208530088,0.13038892638504157,-1.5841781508443809,135068
8466492438.978432,55486531010.8417,1.4238301113919716,0.4376791112919377,1.2540336962377943,29.444444444444443,8.577892918052791,-0.20336967304971587,-2.4797637469456895,6.773122465831213,135071
10759861807.03348,49355823813.7394,2.195716020204079,0.989866154645825,0.9895935754178292,27.444444444444443,7.119786374933686,1.03520502228654,0.2775353806121213,-0.09188061542146508,135072
14081683886.708,45838461361.97345,1.2888814355001987,0.8464839928556177,0.8273331180092818,18.571428571428573,2.896162133244756,0.4882644692864453,-0.587818655957655,0.02994265998460488,135080
11535327753.214596,51111791144.785614,1.8058042548637663,1.372254522683106,0.7693974978515462,36.0,15.856499343441838,0.02941729044441388,1.0304724202120887,1.132061790507409,135093
9605114927.546225,35565816406.01261,1.2265316877081232,0.9638210064693744,0.9902687585945619,29.444444444444443,1.7708197167232473,0.8801637209697333,0.364109666259944,-1.1719420092349215,135101
12937679767.97907,36747419812.75353,1.5905069538955856,0.8477414549655427,0.8405609177145713,24.272727272727273,5.478734244843405,-0.07256850005320814,0.08578885169943912,-1.0077558792230397,135102
16027292459.26955,39790805979.76126,1.6128991209177022,0.8685690370577196,0.8286975324692885,25.6,5.851495535331118,0.3974812277398456,0.3569019876824689,-0.7306432711042503,135103
20826508583.390846,50741483140.15673,1.9372356698102893,0.64201108192969,1.0028466175532993,24.727272727272727,6.482015807263959,-1.478752826739914,-0.16004955267330606,-0.24991809323452419,135104
11051739674.597021,50758509186.80862,0.8490130014561598,1.1919636904622999,0.5592787033491282,22.416666666666668,6.486631551806291,-0.15834141017347747,1.6079054391533079,2.6600496379743435,135106
4127390384.456104,35628835407.01492,3.262657252877048,0.917932323675663,0.7990465305922864,24.4,6.16765757804371,-0.9068744799477315,0.1886532056058169,-1.3097888578284786,135108
7702309798.938262,37283996333.64176,0.4908163290574735,1.0667857749439134,0.8750961195939158,30.875,7.201345360417038,0.3288897256923917,-0.10355953433062438,-1.222099711882239,136002
7973575746.629396,37170977786.60248,1.7591455479867981,1.0336411232313445,0.9304357140197345,35.875,12.323123589415145,-0.43703818253528937,0.6604554374333316,-0.4181692201869778,136003
5259991912.951033,30857150148.448494,0.9982922868289388,1.0428374928578774,0.9372255011188769,28.333333333333332,6.782329983125267,0.4000836803744221,0.1100084988576604,-1.5735454926062942,136004
11710556384.490501,35747738613.44689,1.1559764316934849,0.9745101775265052,0.8866038260813163,30.0,1.9436506316151,-0.7274290406211037,-0.31788565315341943,-1.209626984154495,136005
3276933548.454279,33981909214.424786,1.8136558959844375,0.9652217254104977,0.9475010669596122,31.625,3.6721077053920954,0.5614578770226046,-1.0939658216990622,-0.34695392196905495,136006
6180813261.156707,37864502906.29945,0.6809300503088879,1.053547466149288,1.106022062191079,32.25,1.0897247358851685,0.2351298757262299,-1.2326046343946417,0.23619494014355036,136007
8373504786.495903,33608096332.13794,1.4414208353656839,0.9107137609539191,0.9757252306047833,31.0,3.774917217635375,0.17755330664384417,-0.45403807840662597,-1.2879686195531417,136008
10883536882.49152,42153765133.40421,0.9939082878928791,0.9293660386291164,0.8968237777530588,27.2,6.569627082262737,-0.4321673247872724,0.060663730064262324,-1.0996259570975986,136009
15569436700.101477,48649571577.955,1.0252764438727393,0.62634776951278,0.9514767066237018,27.5,6.296824596572466,-0.4071366838113164,-0.6404550081823825,0.5025029839364734,136010
15130257117.935709,44286217645.18185,0.9130890740136339,1.018796928220226,0.7845850437497394,26.6,6.681317235396026,-0.44499583682930677,0.8785342097397144,0.10093195059548776,136011
16694774078.523428,43984165361.91789,1.1577483488553433,0.7747770645811516,0.8452133587522968,26.4,5.9194594347794975,0.41677998301477714,-0.24189990899592353,-0.53632926639433,136012
12005833239.496456,41949171750.45377,0.6690857216678875,1.1926662541701027,0.8510079586321306,27.0,6.526867548832288,0.17617632411104012,-0.2893105151704962,-0.5593001525891608,136013
16115815809.678438,47574883702.77875,1.040034773292775,0.7485231534525044,0.8252871946156457,29.555555555555557,1.5713484026367723,-2.130933095137742,0.21191784958902513,-0.4837194678924277,136014
5634223652.173831,39235953791.90732,3.3179829835480805,0.8237860213733208,0.9142995903123902,24.636363636363637,10.890135046100854,-1.2855146306083647,0.12286884050497493,-1.028855336800392,136029
8877826319.077385,32970303465.025494,2.2025439583007898,0.9679464246896331,0.9786198325565115,22.166666666666668,7.1394833302012985,-0.8597776362990999,0.6271675002752061,-0.948838942418091,136030
7848428958.595859,41232145316.150536,0.8278322908055029,0.8946964492378208,0.9611843095300878,33.375,11.379120132945253,-0.7869850396254989,0.8356477687827053,0.19449994317618957,136044
5740598703.626963,35585539762.27611,0.8942848624483147,1.0891047110972356,1.0089150179508624,44.0,32.341923257592455,-0.46623181498341637,0.036785286191971425,-1.4241030532119414,136045
7775981533.224853,33792238048.315746,0.6991067931195991,1.0292971802642188,1.0040567919312446,35.142857142857146,10.480302223403559,-1.098272738418423,-0.3710630895618013,-1.2837507404694835,136048
8120074159.404109,42490825899.953865,2.143260950093726,0.771769307438492,0.8279303865077355,28.0,9.565563234854496,1.2436664524860177,-0.25941607967218344,-0.5957112280350896,136049
8856196621.874828,39011739919.350426,1.3428886290564683,1.0539104276696394,0.9106313967063632,31.125,1.6909686573085854,-1.271929123043833,1.0853530641133002,0.45472629325029823,136050
9450180071.191742,33164444605.50929,2.0382361208623747,0.9473995362734824,1.1248984834812927,42.833333333333336,19.810911695886745,-0.6798476590801243,0.5066642217189704,-0.9582114250540119,136051
7319391741.516164,33875827812.42584,2.593643193296044,1.0577395487048629,1.009745971205135,34.42857142857143,15.801059122342247,0.612197580225498,0.6590890303354258,-0.9482303999480703,136052
7287065640.107393,40587677921.68877,0.6587810687761789,0.9559519253991527,0.9367566898638271,29.11111111111111,3.7548322774924,0.3619348110836178,-0.4829079407239204,-0.4295844919048122,136053
11532781190.666435,49390191040.57425,0.9060958027835896,0.9969594436464926,1.2201581612894328,24.727272727272727,8.655958631758285,-1.2281614892590724,-0.2584193955458378,-0.3152287994543568,136054
5576553940.441952,37930811482.69782,10.454994772977722,0.8651338503649791,1.102088935407732,29.571428571428573,10.621503025966346,-0.16648408521481883,0.29282475419108345,-0.875374378727904,136059
2470369131.444712,36976684899.24005,1.3397930157527893,0.2135752749602461,0.1256591124260164,26.8,3.7094473981982814,1.6727492508361905,-0.8702259850271029,-0.3518124139845864,136065
